day,Temperature (° F)_Max,Temperature (° F)_Avg,Temperature (° F)_Min,Dew Point (° F)_Max,Dew Point (° F)_Avg,Dew Point (° F)_Min,Humidity (%)_Max,Humidity (%)_Avg,Humidity (%)_Min,Wind Speed (mph)_Max,Wind Speed (mph)_Avg,Wind Speed (mph)_Min,Pressure (Hg)_Max,Pressure (Hg)_Avg,Pressure (Hg)_Min,Precipation (in)_Max,Precipation (in)_Avg,Precipation (in)_Min,date
15,57,52,48,54,50,46,100,-,77,16,-,4,30,-,29.65,-,0.08,-,201610
16,66,58,49,54,50,46,88,-,53,17,-,4,30.08,-,30.01,-,0.00,-,201610
17,62,56,50,55,52,48,100,-,67,13,-,1,30.16,-,30.06,-,0.02,-,201610
18,55,51,47,52,48,41,100,-,65,20,-,4,30.14,-,29.92,-,0.20,-,201610
19,55,49,43,52,45,40,94,-,59,27,-,2,30,-,29.8,-,0.24,-,201610
20,55,49,43,52,47,43,100,-,75,16,-,4,30.01,-,29.92,-,0.03,-,201610
21,57,46,35,48,43,36,100,-,55,12,-,0,30.03,-,29.95,-,0.02,-,201610
22,50,44,39,47,42,37,100,-,60,9,-,0,30,-,29.92,-,0.00,-,201610
23,53,42,32,43,38,32,100,-,43,9,-,0,29.98,-,29.89,-,0.00,-,201610
24,48,44,39,45,42,36,100,-,77,14,-,4,30.01,-,29.92,-,0.00,-,201610
25,50,48,45,46,45,44,93,-,76,7,-,1,30.34,-,30.01,-,0.00,-,201610
26,56,48,40,52,47,41,100,-,69,13,-,0,30.39,-,30.33,-,0.00,-,201610
27,58,52,46,54,51,46,100,-,70,16,-,6,30.46,-,30.36,-,0.00,-,201610
28,59,54,48,55,52,46,100,-,74,16,-,4,30.54,-,30.39,-,0.00,-,201610
29,60,50,41,51,47,42,100,-,54,9,-,0,30.59,-,30.51,-,0.00,-,201610
30,57,49,41,52,47,41,100,-,65,4,-,0,30.51,-,30.42,-,0.00,-,201610
31,60,50,40,49,46,41,100,-,50,6,-,0,30.43,-,30.27,-,0.00,-,201610
1,58,50,42,54,46,40,100,-,69,13,-,2,30.27,-,30.12,-,0.02,-,201611
2,53,46,39,45,41,37,100,-,62,21,-,0,30.13,-,30.06,-,0.08,-,201611
3,53,45,37,48,42,36,100,-,71,14,-,2,30.16,-,30.01,-,0.02,-,201611
4,49,46,44,45,42,40,100,-,72,18,-,7,30.03,-,29.62,-,0.02,-,201611
5,52,46,40,45,42,37,100,-,64,18,-,1,29.63,-,29.47,-,0.04,-,201611
6,50,44,37,45,41,37,100,-,65,18,-,2,29.51,-,29.42,-,0.31,-,201611
7,44,39,34,43,38,32,100,-,68,16,-,2,29.85,-,29.53,-,0.01,-,201611
8,40,34,27,38,33,27,100,-,83,11,-,0,29.84,-,29.68,-,0.04,-,201611
9,39,36,33,39,36,32,100,-,89,13,-,2,29.7,-,29.5,-,0.12,-,201611
10,41,39,37,39,38,36,100,-,81,14,-,2,29.74,-,29.59,-,0.35,-,201611
11,43,36,29,37,33,28,100,-,54,13,-,0,30.29,-,29.74,-,0.00,-,201611
12,41,34,28,36,32,27,100,-,66,16,-,2,30.28,-,30.12,-,0.08,-,201611
13,41,37,32,40,37,32,100,-,85,12,-,1,30.45,-,30.15,-,0.02,-,201611
14,46,38,29,45,37,30,100,-,92,16,-,1,30.48,-,30.27,-,0.12,-,201611
15,56,50,43,55,51,45,100,-,90,16,-,4,30.27,-,30.15,-,0.08,-,201611
16,57,51,45,54,51,43,100,-,72,22,-,6,30.16,-,29.8,-,0.02,-,201611
17,52,48,44,48,45,42,100,-,63,28,-,5,29.81,-,29.33,-,0.08,-,201611
18,46,42,37,45,39,35,93,-,60,27,-,10,29.57,-,29.24,-,0.04,-,201611
19,47,42,37,43,38,36,93,-,72,21,-,6,29.65,-,29.53,-,0.12,-,201611
20,51,45,39,46,41,37,93,-,71,45,-,6,29.56,-,29,-,0.20,-,201611
21,56,50,43,52,49,42,100,-,77,22,-,6,29.49,-,29.39,-,0.08,-,201611
22,55,50,44,48,45,41,93,-,56,25,-,6,29.96,-,29.47,-,0.00,-,201611
23,51,46,40,48,44,41,100,-,78,14,-,0,30.16,-,29.95,-,0.01,-,201611
24,46,43,39,45,39,34,93,-,58,22,-,11,30.27,-,30.18,-,0.00,-,201611
25,44,38,33,36,32,28,87,-,47,18,-,7,30.26,-,30.15,-,0.00,-,201611
26,45,37,29,37,32,28,100,-,60,9,-,0,30.21,-,30.09,-,0.00,-,201611
27,49,41,33,45,39,35,100,-,59,12,-,0,30.3,-,30.09,-,0.00,-,201611
28,40,34,28,35,27,25,93,-,42,14,-,2,30.57,-,30.3,-,0.00,-,201611
29,39,30,22,28,25,19,100,-,43,7,-,0,30.61,-,30.51,-,0.00,-,201611
30,49,36,22,45,34,21,93,-,75,14,-,2,30.54,-,30.39,-,0.00,-,201611
1,50,46,43,46,45,40,93,-,71,14,-,8,30.39,-,30.21,-,0.00,-,201612
2,48,40,33,46,41,33,100,-,59,13,-,2,30.29,-,30.18,-,0.08,-,201612
3,46,36,27,39,32,27,100,-,56,6,-,0,30.35,-,30.27,-,0.00,-,201612
4,39,32,25,30,27,23,100,-,54,12,-,2,30.38,-,30.3,-,0.00,-,201612
5,39,31,23,30,25,19,100,-,61,7,-,0,30.35,-,30.27,-,0.00,-,201612
6,41,32,24,36,31,25,100,-,72,9,-,1,30.43,-,30.33,-,0.00,-,201612
7,48,42,35,43,39,35,93,-,73,16,-,7,30.42,-,30.33,-,0.00,-,201612
8,51,46,42,50,40,37,94,-,60,18,-,10,30.35,-,30.24,-,0.08,-,201612
9,51,48,44,50,48,43,100,-,86,18,-,6,30.33,-,30.24,-,0.00,-,201612
10,50,46,42,48,45,41,100,-,85,18,-,7,30.25,-,29.95,-,0.08,-,201612
11,49,46,42,49,44,43,100,-,78,24,-,8,30.19,-,29.89,-,0.08,-,201612
12,46,40,34,45,41,35,100,-,81,15,-,0,30.3,-,30.21,-,0.00,-,201612
13,45,43,41,45,43,39,100,-,81,12,-,4,30.24,-,30.18,-,0.02,-,201612
14,47,44,42,46,45,42,100,-,87,9,-,2,30.26,-,30.15,-,0.00,-,201612
15,45,44,42,45,43,39,100,-,87,15,-,4,30.28,-,30.21,-,0.00,-,201612
16,46,42,39,41,39,37,100,-,76,11,-,1,30.49,-,30.21,-,0.00,-,201612
17,48,42,37,46,42,37,100,-,85,10,-,4,30.68,-,30.48,-,0.00,-,201612
18,50,42,35,46,41,36,100,-,73,12,-,1,30.65,-,30.45,-,0.00,-,201612
19,47,41,35,43,39,33,100,-,64,10,-,0,30.48,-,30.3,-,0.00,-,201612
20,38,32,26,34,31,26,100,-,77,10,-,2,30.33,-,30.15,-,0.00,-,201612
21,43,36,30,42,37,30,100,-,76,21,-,7,30.25,-,30.15,-,0.02,-,201612
22,45,41,37,45,41,37,100,-,87,17,-,7,30.42,-,30.21,-,0.00,-,201612
23,46,42,37,45,40,37,100,-,74,29,-,8,30.46,-,30.12,-,0.02,-,201612
24,50,46,42,45,41,38,93,-,63,29,-,12,30.22,-,30.12,-,0.02,-,201612
25,54,50,47,49,47,44,94,-,77,27,-,16,30.22,-,30.12,-,0.01,-,201612
26,48,46,44,49,39,32,93,-,49,29,-,13,30.53,-,30.09,-,0.00,-,201612
27,48,44,39,43,40,35,93,-,62,23,-,4,30.85,-,30.53,-,0.00,-,201612
28,38,34,30,38,34,30,100,-,86,9,-,1,30.87,-,30.77,-,0.00,-,201612
29,30,28,26,31,29,26,100,-,93,10,-,2,30.79,-,30.63,-,0.00,-,201612
30,39,32,25,37,31,26,100,-,91,11,-,4,30.65,-,30.54,-,0.00,-,201612
31,40,38,37,41,38,36,100,-,92,15,-,9,30.54,-,30.24,-,0.00,-,201612
1,36,34,32,37,35,31,100,-,92,17,-,1,30.25,-,29.98,-,0.02,-,201701
2,44,38,32,37,33,28,100,-,62,16,-,2,30.3,-,30.09,-,0.00,-,201701
3,45,39,33,41,38,33,93,-,69,21,-,4,30.29,-,30.01,-,0.01,-,201701
4,44,42,37,43,36,32,93,-,52,33,-,6,30.21,-,29.95,-,0.02,-,201701
5,39,32,24,34,28,21,95,-,45,11,-,2,30.7,-,30.21,-,0.00,-,201701
6,32,26,21,25,21,18,93,-,58,14,-,1,30.75,-,30.57,-,0.01,-,201701
7,37,33,29,37,32,26,100,-,73,16,-,1,30.56,-,30.36,-,0.02,-,201701
8,45,39,33,43,38,33,100,-,70,7,-,0,30.48,-,30.39,-,0.00,-,201701
9,44,42,39,43,41,37,100,-,84,18,-,0,30.43,-,29.74,-,0.02,-,201701
10,45,41,37,43,40,36,100,-,79,18,-,4,29.85,-,29.68,-,0.12,-,201701
11,49,44,40,45,39,32,100,-,55,31,-,10,29.85,-,29.59,-,0.02,-,201701
12,46,40,33,40,36,32,100,-,55,27,-,4,29.8,-,29.09,-,0.47,-,201701
13,43,38,32,37,33,28,100,-,56,31,-,8,29.71,-,29.09,-,0.16,-,201701
14,40,36,33,36,31,27,93,-,50,25,-,4,30.04,-,29.71,-,0.16,-,201701
15,38,32,26,36,31,25,100,-,77,7,-,1,30.23,-,30.04,-,0.00,-,201701
16,37,30,23,34,28,22,100,-,57,9,-,1,30.54,-,30.24,-,0.00,-,201701
17,32,26,21,26,24,19,100,-,70,9,-,0,30.71,-,30.54,-,0.00,-,201701
18,29,24,19,28,25,19,100,-,90,7,-,0,30.74,-,30.69,-,0.00,-,201701
19,40,30,21,28,23,14,100,-,27,5,-,1,30.69,-,30.63,-,0.00,-,201701
20,40,31,22,30,24,16,100,-,30,10,-,0,30.64,-,30.54,-,0.00,-,201701
21,40,33,24,34,30,23,100,-,68,15,-,4,30.54,-,30.33,-,0.00,-,201701
22,38,30,21,32,27,19,100,-,64,7,-,0,30.36,-,30.3,-,0.00,-,201701
23,37,28,20,37,31,21,100,-,90,9,-,0,30.35,-,30.27,-,0.01,-,201701
24,36,34,32,36,34,31,100,-,91,9,-,1,30.45,-,30.27,-,0.00,-,201701
25,33,28,24,33,28,21,100,-,73,11,-,4,30.47,-,30.36,-,0.00,-,201701
26,31,27,23,25,23,21,93,-,64,12,-,6,30.38,-,30.12,-,0.00,-,201701
27,40,32,24,32,26,21,86,-,59,14,-,7,30.12,-,29.98,-,0.00,-,201701
28,48,42,36,41,34,28,93,-,53,16,-,8,30.01,-,29.92,-,0.00,-,201701
29,43,40,37,39,37,35,100,-,80,16,-,8,30.02,-,29.95,-,0.03,-,201701
30,44,40,37,45,39,34,100,-,77,18,-,2,29.98,-,29.71,-,0.08,-,201701
31,42,40,37,36,35,33,93,-,66,15,-,2,30.06,-,29.98,-,0.00,-,201701
1,42,37,32,41,35,30,100,-,70,16,-,7,30.05,-,29.77,-,0.03,-,201702
2,55,48,40,47,44,41,100,-,68,18,-,9,29.78,-,29.56,-,0.03,-,201702
3,52,47,42,46,44,37,100,-,71,13,-,4,29.62,-,29.44,-,0.02,-,201702
4,45,40,36,42,40,35,100,-,73,13,-,2,29.54,-,29.42,-,0.08,-,201702
5,43,38,34,41,38,34,100,-,80,9,-,0,29.83,-,29.53,-,0.02,-,201702
6,43,38,34,39,37,34,100,-,79,10,-,1,30.12,-,29.86,-,0.00,-,201702
7,37,35,33,37,35,32,100,-,84,14,-,8,30.09,-,30.01,-,0.02,-,201702
8,32,31,30,32,30,27,100,-,79,18,-,11,30.4,-,30.09,-,0.01,-,201702
9,30,29,28,27,25,24,86,-,73,16,-,9,30.41,-,30.3,-,0.00,-,201702
10,30,27,24,27,24,21,93,-,73,14,-,7,30.31,-,30.18,-,0.00,-,201702
11,33,30,28,32,29,26,100,-,79,18,-,7,30.2,-,30.15,-,0.08,-,201702
12,35,32,29,30,29,27,96,-,71,18,-,9,30.4,-,30.15,-,0.02,-,201702
13,41,36,30,32,28,27,86,-,60,20,-,8,30.42,-,30.33,-,0.00,-,201702
14,48,40,31,34,29,25,81,-,45,14,-,2,30.44,-,30.33,-,0.00,-,201702
15,55,44,34,46,37,30,100,-,50,15,-,4,30.48,-,30.39,-,0.01,-,201702
16,49,43,37,45,41,37,100,-,79,16,-,7,30.43,-,30.27,-,0.00,-,201702
17,46,44,41,43,42,40,100,-,74,18,-,2,30.36,-,30.21,-,0.00,-,201702
18,47,41,35,42,39,34,100,-,70,10,-,1,30.37,-,30.21,-,0.00,-,201702
19,50,42,35,45,41,34,100,-,73,16,-,7,30.23,-,30.09,-,0.01,-,201702
20,51,46,42,50,46,42,100,-,84,22,-,9,30.13,-,29.89,-,0.04,-,201702
21,51,48,44,49,44,39,95,-,61,28,-,9,30,-,29.77,-,0.04,-,201702
22,50,47,44,48,46,44,100,-,82,31,-,9,29.77,-,29.65,-,0.35,-,201702
23,50,44,39,47,43,36,100,-,58,45,-,6,29.65,-,29.09,-,0.08,-,201702
24,46,39,32,36,34,32,100,-,51,26,-,4,30.11,-,29.46,-,0.01,-,201702
25,48,40,31,42,37,31,100,-,63,23,-,7,30.12,-,29.86,-,0.02,-,201702
26,51,48,44,47,44,41,100,-,65,25,-,13,29.86,-,29.68,-,0.02,-,201702
27,49,46,41,46,42,36,100,-,69,27,-,15,29.68,-,29.12,-,0.24,-,201702
28,43,39,35,39,36,34,93,-,68,25,-,9,29.33,-,29.09,-,0.08,-,201702
1,48,42,37,43,38,35,100,-,52,17,-,4,29.54,-,29.3,-,0.02,-,201703
2,47,43,39,43,38,36,100,-,62,37,-,8,29.93,-,29.39,-,0.08,-,201703
3,48,41,34,40,37,33,95,-,61,17,-,6,29.93,-,29.36,-,0.00,-,201703
4,55,48,42,48,44,39,93,-,68,16,-,2,29.38,-,29.23,-,0.02,-,201703
5,51,46,39,41,40,36,100,-,50,22,-,7,29.44,-,29.33,-,0.16,-,201703
6,50,44,37,43,40,36,100,-,59,9,-,1,29.75,-,29.41,-,0.08,-,201703
7,48,44,41,43,41,37,100,-,71,15,-,4,30.1,-,29.77,-,0.00,-,201703
8,50,44,37,49,41,36,100,-,79,22,-,4,30.09,-,29.8,-,0.55,-,201703
9,54,44,34,50,41,35,100,-,53,30,-,2,30.3,-,29.98,-,0.01,-,201703
10,52,42,31,41,36,31,100,-,38,9,-,0,30.39,-,30.24,-,0.00,-,201703
11,54,45,36,41,37,32,87,-,41,9,-,2,30.28,-,30.04,-,0.00,-,201703
12,59,49,39,38,35,32,76,-,32,12,-,2,30.06,-,29.95,-,0.00,-,201703
13,54,43,32,46,39,32,100,-,58,14,-,1,30.46,-,30.06,-,0.00,-,201703
14,56,46,37,48,43,36,100,-,67,20,-,1,30.47,-,30.39,-,0.00,-,201703
15,56,48,41,45,39,32,100,-,33,11,-,0,30.52,-,30.39,-,0.00,-,201703
16,61,49,37,46,42,34,93,-,46,16,-,2,30.41,-,30.01,-,0.00,-,201703
17,50,46,43,45,39,34,93,-,46,29,-,7,30.04,-,29.68,-,0.16,-,201703
18,52,48,44,48,46,44,100,-,80,32,-,1,29.81,-,29.56,-,0.08,-,201703
19,56,50,45,50,48,46,100,-,66,30,-,9,29.8,-,29.68,-,0.02,-,201703
20,52,50,48,50,48,45,100,-,69,36,-,12,29.72,-,29.59,-,0.08,-,201703
21,49,44,39,46,37,30,93,-,38,26,-,7,29.91,-,29.65,-,0.00,-,201703
22,55,44,34,37,34,30,87,-,34,17,-,6,29.96,-,29.89,-,0.00,-,201703
23,55,45,35,42,38,31,87,-,45,21,-,4,30.21,-,29.95,-,0.00,-,201703
24,55,48,40,40,38,36,87,-,39,20,-,10,30.51,-,30.21,-,0.00,-,201703
25,56,48,39,38,32,19,81,-,13,18,-,8,30.52,-,30.3,-,0.00,-,201703
26,52,46,41,45,41,37,93,-,61,17,-,6,30.34,-,30.24,-,0.00,-,201703
27,64,50,36,42,37,32,100,-,24,13,-,1,30.27,-,30.12,-,0.00,-,201703
28,67,52,38,47,40,35,93,-,27,18,-,0,30.17,-,30.09,-,0.00,-,201703
29,57,54,50,50,47,43,88,-,55,22,-,9,30.25,-,30.15,-,0.00,-,201703
30,70,60,49,51,48,46,88,-,35,16,-,6,30.24,-,30.06,-,0.00,-,201703
31,71,61,48,52,48,43,88,-,40,24,-,7,30.06,-,29.83,-,0.00,-,201703
1,56,49,42,51,46,43,100,-,61,12,-,1,29.95,-,29.83,-,0.00,-,201704
2,60,50,41,48,45,40,100,-,48,12,-,4,30.3,-,29.95,-,0.00,-,201704
3,55,50,44,46,44,43,93,-,60,7,-,1,30.37,-,30.27,-,0.00,-,201704
4,61,50,40,46,43,40,100,-,39,13,-,1,30.31,-,30.21,-,0.00,-,201704
5,54,48,41,46,42,39,100,-,49,18,-,2,30.37,-,30.27,-,0.00,-,201704
6,53,46,40,41,39,37,87,-,47,15,-,4,30.42,-,30.33,-,0.00,-,201704
7,58,49,40,46,44,39,93,-,51,14,-,4,30.36,-,30.27,-,0.00,-,201704
8,59,52,42,45,43,39,89,-,41,9,-,1,30.3,-,30.21,-,0.00,-,201704
9,68,54,40,45,42,37,100,-,30,10,-,2,30.26,-,30.04,-,0.00,-,201704
10,55,48,42,47,42,36,87,-,47,20,-,7,30.29,-,30.01,-,0.00,-,201704
11,56,47,38,45,40,34,87,-,43,17,-,4,30.31,-,30.18,-,0.00,-,201704
12,52,50,47,47,45,42,93,-,63,23,-,9,30.18,-,29.89,-,0.02,-,201704
13,54,48,42,46,41,37,100,-,49,16,-,4,30.03,-,29.89,-,0.00,-,201704
14,56,48,39,45,40,36,100,-,37,18,-,4,30.02,-,29.92,-,0.04,-,201704
15,52,49,46,49,42,34,94,-,47,25,-,9,30.04,-,29.86,-,0.03,-,201704
16,51,46,40,43,40,37,92,-,57,18,-,2,30.12,-,30.04,-,0.08,-,201704
17,52,46,40,41,36,30,94,-,37,24,-,0,30.22,-,30.04,-,0.03,-,201704
18,51,43,35,41,34,27,93,-,43,16,-,4,30.54,-,30.21,-,0.04,-,201704
19,48,40,32,32,26,21,81,-,26,13,-,1,30.65,-,30.54,-,0.00,-,201704
20,53,42,32,36,32,28,93,-,37,15,-,0,30.65,-,30.48,-,0.00,-,201704
21,56,52,47,48,45,36,95,-,49,17,-,7,30.5,-,30.3,-,0.04,-,201704
22,52,46,41,48,38,32,94,-,42,22,-,4,30.34,-,30.3,-,0.01,-,201704
23,52,44,37,41,37,34,93,-,47,16,-,2,30.33,-,30.21,-,0.03,-,201704
24,54,48,41,49,42,37,95,-,63,21,-,5,30.21,-,29.74,-,0.01,-,201704
25,49,43,37,43,36,27,93,-,35,23,-,6,29.85,-,29.68,-,0.02,-,201704
26,51,41,31,38,34,30,100,-,41,17,-,1,30.02,-,29.8,-,0.02,-,201704
27,51,42,32,39,34,30,93,-,42,18,-,1,30.04,-,29.95,-,0.08,-,201704
28,53,46,39,43,39,34,100,-,45,16,-,0,30.04,-,29.92,-,0.03,-,201704
29,56,46,35,41,38,34,100,-,38,11,-,2,30.08,-,30.01,-,0.00,-,201704
30,66,52,39,38,35,31,81,-,21,25,-,7,30.02,-,29.65,-,0.00,-,201704
1,57,52,48,48,42,37,93,-,34,18,-,2,30.01,-,29.62,-,0.02,-,201705
2,59,53,47,52,47,39,100,-,44,16,-,0,30.1,-,30.01,-,0.02,-,201705
3,57,52,46,50,46,45,100,-,56,14,-,4,30.17,-,30.06,-,0.04,-,201705
4,55,51,47,51,45,41,94,-,63,21,-,4,30.2,-,30.12,-,0.00,-,201705
5,52,49,46,45,43,41,87,-,63,21,-,7,30.22,-,30.06,-,0.00,-,201705
6,63,54,44,50,46,43,93,-,46,17,-,7,30.08,-,29.83,-,0.00,-,201705
7,60,54,48,50,47,41,100,-,59,18,-,4,30.11,-,29.89,-,0.00,-,201705
8,59,52,44,48,41,34,93,-,30,20,-,7,30.27,-,30.06,-,0.00,-,201705
9,55,46,37,41,37,34,93,-,40,13,-,2,30.28,-,30.01,-,0.00,-,201705
10,57,48,38,41,39,36,87,-,40,9,-,0,30.01,-,29.68,-,0.00,-,201705
11,73,57,41,54,44,37,81,-,26,15,-,4,29.68,-,29.39,-,0.00,-,201705
12,68,62,55,60,55,52,100,-,46,16,-,4,29.65,-,29.42,-,0.28,-,201705
13,64,57,50,57,53,46,100,-,59,14,-,4,29.98,-,29.65,-,0.08,-,201705
14,68,58,47,55,49,44,100,-,39,21,-,4,30.27,-,29.98,-,0.12,-,201705
15,69,57,45,55,49,44,100,-,32,16,-,1,30.39,-,30.27,-,0.01,-,201705
16,78,69,60,59,55,50,82,-,41,18,-,4,30.32,-,30.24,-,0.00,-,201705
17,83,72,61,61,57,54,88,-,29,15,-,0,30.26,-,29.77,-,0.00,-,201705
18,64,60,55,58,55,53,100,-,52,16,-,2,29.92,-,29.74,-,0.01,-,201705
19,57,54,50,59,50,46,100,-,62,22,-,7,29.95,-,29.65,-,0.00,-,201705
20,63,56,48,50,47,43,94,-,41,15,-,2,30.25,-,29.95,-,0.00,-,201705
21,67,56,45,52,48,43,100,-,37,10,-,2,30.34,-,30.21,-,0.00,-,201705
22,75,62,49,54,49,46,100,-,25,12,-,2,30.22,-,29.98,-,0.00,-,201705
23,66,60,53,55,50,45,88,-,45,18,-,0,30.23,-,29.95,-,0.00,-,201705
24,70,60,50,57,52,47,95,-,45,16,-,0,30.28,-,30.18,-,0.00,-,201705
25,71,60,48,57,53,48,100,-,44,10,-,2,30.3,-,30.21,-,0.00,-,201705
26,78,66,54,59,55,48,82,-,36,14,-,4,30.23,-,30.04,-,0.00,-,201705
27,87,74,61,59,56,53,73,-,29,23,-,9,30.08,-,29.95,-,0.00,-,201705
28,74,66,58,57,54,51,82,-,38,13,-,4,30.09,-,30.04,-,0.00,-,201705
29,80,70,59,68,61,55,94,-,53,15,-,2,30.04,-,29.83,-,0.00,-,201705
30,66,63,60,61,58,53,94,-,59,21,-,7,30.04,-,29.86,-,0.01,-,201705
31,69,61,53,57,53,46,94,-,44,13,-,4,30.23,-,30.06,-,0.00,-,201705
1,73,60,47,50,47,41,100,-,31,7,-,2,30.24,-,30.09,-,0.00,-,201706
2,77,66,54,55,52,42,88,-,29,13,-,0,30.12,-,29.95,-,0.00,-,201706
3,71,64,57,64,58,54,94,-,57,18,-,0,29.97,-,29.89,-,0.08,-,201706
4,66,60,53,57,51,43,94,-,40,20,-,2,30.02,-,29.92,-,0.00,-,201706
5,70,61,52,55,50,46,82,-,41,21,-,1,30,-,29.62,-,0.00,-,201706
6,62,58,53,57,50,45,94,-,43,34,-,10,29.62,-,29.33,-,0.28,-,201706
7,64,58,52,52,48,46,82,-,49,30,-,15,29.95,-,29.53,-,0.08,-,201706
8,72,62,53,57,53,48,100,-,41,22,-,4,29.96,-,29.83,-,0.01,-,201706
9,66,62,57,59,55,52,100,-,52,24,-,4,29.99,-,29.74,-,0.43,-,201706
10,74,64,53,59,55,50,100,-,41,16,-,4,30.11,-,29.98,-,0.00,-,201706
11,80,68,55,61,56,50,88,-,39,24,-,4,30.07,-,29.86,-,0.00,-,201706
12,66,62,58,54,52,48,77,-,56,25,-,10,30.06,-,29.89,-,0.00,-,201706
13,68,62,55,55,52,50,82,-,47,16,-,4,30.14,-,30.04,-,0.00,-,201706
14,74,62,50,57,53,48,100,-,32,11,-,0,30.16,-,30.01,-,0.00,-,201706
15,78,68,58,61,56,51,88,-,42,25,-,4,30.02,-,29.89,-,0.00,-,201706
16,65,61,57,58,52,48,88,-,52,21,-,6,30.27,-,29.95,-,0.00,-,201706
17,73,64,55,61,57,51,88,-,58,13,-,4,30.31,-,30.24,-,0.00,-,201706
18,81,68,54,61,59,55,100,-,37,10,-,0,30.32,-,30.18,-,0.00,-,201706
19,85,74,62,64,62,59,94,-,35,15,-,2,30.21,-,30.04,-,0.00,-,201706
20,77,70,64,64,61,54,83,-,56,17,-,4,30.12,-,30.04,-,0.00,-,201706
21,79,68,57,63,56,50,82,-,40,14,-,4,30.12,-,29.92,-,0.00,-,201706
22,83,72,62,66,62,57,100,-,33,23,-,4,29.93,-,29.77,-,0.28,-,201706
23,70,66,61,59,57,53,88,-,51,24,-,7,30,-,29.89,-,0.00,-,201706
24,68,64,61,61,60,59,94,-,70,22,-,13,29.98,-,29.86,-,0.04,-,201706
25,67,64,60,61,58,52,94,-,60,21,-,11,29.89,-,29.8,-,0.12,-,201706
26,67,61,55,61,51,46,94,-,44,15,-,5,29.97,-,29.83,-,0.04,-,201706
27,72,62,52,59,52,46,88,-,43,15,-,4,29.95,-,29.59,-,0.00,-,201706
28,72,66,60,66,62,59,94,-,64,18,-,7,29.61,-,29.36,-,0.08,-,201706
29,69,63,57,60,57,55,94,-,61,12,-,4,29.54,-,29.36,-,0.02,-,201706
30,67,60,53,60,57,53,100,-,61,13,-,1,29.7,-,29.53,-,0.03,-,201706
1,68,62,55,59,57,53,100,-,65,16,-,4,30.01,-,29.65,-,0.08,-,201707
2,67,60,53,59,54,48,94,-,52,17,-,4,30.19,-,29.95,-,0.00,-,201707
3,72,61,50,61,54,48,94,-,49,25,-,4,30.2,-,30.09,-,0.01,-,201707
4,73,64,56,61,55,49,100,-,40,9,-,0,30.17,-,30.09,-,0.01,-,201707
5,75,65,55,61,57,52,94,-,45,15,-,0,30.11,-,30.04,-,0.00,-,201707
6,80,68,55,65,60,54,100,-,39,12,-,1,30.12,-,29.95,-,0.67,-,201707
7,76,68,61,68,63,59,100,-,63,16,-,2,30.03,-,29.89,-,0.31,-,201707
8,73,65,57,63,59,52,94,-,52,15,-,0,30.06,-,29.98,-,0.00,-,201707
9,73,61,49,56,52,46,100,-,40,9,-,0,30.06,-,29.86,-,0.00,-,201707
10,77,68,59,61,57,52,88,-,39,20,-,0,29.88,-,29.74,-,0.00,-,201707
11,70,64,59,61,58,54,94,-,51,15,-,4,29.86,-,29.77,-,0.16,-,201707
12,66,60,55,59,54,46,100,-,46,21,-,4,30.17,-,29.71,-,0.43,-,201707
13,67,58,49,54,51,46,100,-,45,11,-,0,30.23,-,30.06,-,0.00,-,201707
14,67,59,51,61,53,48,100,-,54,25,-,0,30.1,-,29.98,-,0.24,-,201707
15,71,62,52,61,53,48,94,-,45,16,-,2,30.19,-,30.09,-,0.01,-,201707
16,69,64,60,64,61,57,100,-,74,14,-,2,30.2,-,30.12,-,0.08,-,201707
17,71,63,55,63,55,48,100,-,41,12,-,1,30.24,-,30.18,-,0.00,-,201707
18,75,65,55,61,57,52,94,-,47,15,-,0,30.2,-,29.95,-,0.00,-,201707
19,86,75,64,68,62,57,78,-,40,22,-,6,29.95,-,29.71,-,0.00,-,201707
20,74,66,59,67,63,54,94,-,65,25,-,2,29.9,-,29.71,-,0.08,-,201707
21,72,63,54,57,53,48,94,-,35,13,-,4,29.95,-,29.83,-,0.00,-,201707
22,76,68,59,63,57,52,94,-,41,18,-,0,29.87,-,29.8,-,0.02,-,201707
23,68,62,56,61,56,52,94,-,52,21,-,0,29.88,-,29.83,-,0.12,-,201707
24,66,59,52,58,55,53,100,-,62,13,-,2,29.89,-,29.77,-,0.16,-,201707
25,68,61,54,61,57,53,100,-,57,22,-,4,29.9,-,29.83,-,0.00,-,201707
26,74,64,55,63,58,54,100,-,48,15,-,2,29.86,-,29.68,-,0.04,-,201707
27,70,66,62,63,56,49,97,-,39,20,-,8,29.74,-,29.65,-,0.02,-,201707
28,69,64,60,59,57,50,94,-,47,28,-,7,29.87,-,29.71,-,0.01,-,201707
29,73,66,60,64,60,56,100,-,49,22,-,1,29.84,-,29.74,-,0.16,-,201707
30,70,64,59,64,60,52,100,-,48,25,-,4,29.84,-,29.62,-,0.08,-,201707
31,72,64,55,59,56,52,88,-,47,18,-,1,29.95,-,29.83,-,0.00,-,201707
1,73,64,55,59,55,46,100,-,33,13,-,0,30.01,-,29.92,-,0.00,-,201708
2,71,65,59,59,55,50,94,-,39,21,-,4,30.03,-,29.89,-,0.03,-,201708
3,71,66,60,63,57,52,94,-,44,36,-,9,29.91,-,29.71,-,0.03,-,201708
