day,Temperature (° F)_Max,Temperature (° F)_Avg,Temperature (° F)_Min,Dew Point (° F)_Max,Dew Point (° F)_Avg,Dew Point (° F)_Min,Humidity (%)_Max,Humidity (%)_Avg,Humidity (%)_Min,Wind Speed (mph)_Max,Wind Speed (mph)_Avg,Wind Speed (mph)_Min,Pressure (Hg)_Max,Pressure (Hg)_Avg,Pressure (Hg)_Min,Precipation (in)_Max,Precipation (in)_Avg,Precipation (in)_Min,date
16,70,58,45,52,47,43,89,-,35,14,-,2,30.1,-,29.98,-,0.08,-,201610
17,64,58,50,54,51,46,94,-,55,9,-,0,30.25,-,30.09,-,0.08,-,201610
18,60,52,44,50,46,42,94,-,51,15,-,0,30.27,-,30.18,-,0.12,-,201610
19,56,50,44,46,44,41,93,-,56,13,-,4,30.22,-,30.12,-,0.02,-,201610
20,57,52,48,49,46,45,88,-,63,12,-,5,30.12,-,30.04,-,0.02,-,201610
21,57,52,48,47,45,43,93,-,48,8,-,0,30.08,-,30.01,-,0.00,-,201610
22,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,-,0.00,-,201610
23,55,46,38,48,43,37,100,-,55,14,-,0,29.93,-,29.74,-,0.35,-,201610
24,57,54,50,54,51,48,94,-,83,6,-,0,30.02,-,29.74,-,0.08,-,201610
25,58,54,51,54,52,50,94,-,79,8,-,0,30.31,-,30.01,-,0.00,-,201610
26,55,50,46,51,48,45,100,-,71,6,-,0,30.51,-,30.3,-,0.01,-,201610
27,60,53,46,52,48,46,100,-,51,6,-,0,30.59,-,30.48,-,0.01,-,201610
28,59,52,46,50,47,45,94,-,56,5,-,0,30.62,-,30.54,-,0.00,-,201610
29,57,53,48,50,49,45,94,-,68,10,-,2,30.6,-,30.45,-,0.00,-,201610
30,63,54,44,48,46,42,93,-,45,10,-,0,30.47,-,30.3,-,0.01,-,201610
31,64,54,44,50,45,41,93,-,46,9,-,2,30.35,-,30.24,-,0.01,-,201610
1,58,49,40,47,44,37,100,-,51,6,-,0,30.25,-,30.12,-,0.01,-,201611
2,54,46,37,50,42,32,94,-,41,10,-,1,30.26,-,30.15,-,0.00,-,201611
3,53,42,31,39,34,28,93,-,38,7,-,0,30.27,-,30.09,-,0.01,-,201611
4,46,41,36,43,40,33,93,-,76,10,-,1,30.11,-,29.74,-,0.08,-,201611
5,52,48,44,45,42,36,93,-,47,13,-,0,29.73,-,29.62,-,0.08,-,201611
6,49,44,39,40,36,32,87,-,43,12,-,2,29.73,-,29.65,-,0.00,-,201611
7,40,38,35,36,34,32,93,-,72,12,-,4,29.87,-,29.65,-,0.28,-,201611
8,46,40,35,37,35,33,93,-,53,10,-,0,29.92,-,29.77,-,0.00,-,201611
9,49,45,41,45,41,37,93,-,63,17,-,7,29.77,-,29.47,-,0.24,-,201611
10,51,46,42,46,43,39,93,-,69,12,-,5,29.85,-,29.77,-,0.04,-,201611
11,49,41,32,43,36,30,93,-,38,12,-,0,30.29,-,29.86,-,0.01,-,201611
12,43,36,28,41,33,26,93,-,57,9,-,1,30.28,-,30.09,-,0.04,-,201611
13,49,45,41,47,43,41,100,-,77,10,-,2,30.38,-,30.09,-,0.04,-,201611
14,48,45,42,45,40,37,93,-,62,12,-,0,30.54,-,30.36,-,0.00,-,201611
15,56,51,46,54,49,43,94,-,80,8,-,2,30.47,-,30.3,-,0.01,-,201611
16,55,54,53,54,51,49,100,-,76,15,-,5,30.33,-,30.01,-,0.01,-,201611
17,57,54,51,50,47,44,88,-,54,25,-,6,30.02,-,29.56,-,0.00,-,201611
18,52,49,46,49,39,34,87,-,39,24,-,7,29.71,-,29.47,-,0.04,-,201611
19,50,44,39,37,36,34,81,-,48,17,-,6,29.82,-,29.53,-,0.01,-,201611
20,56,51,46,50,45,36,88,-,47,32,-,5,29.54,-,29.24,-,0.12,-,201611
21,61,56,51,52,48,44,94,-,56,18,-,5,29.47,-,29.3,-,0.02,-,201611
22,54,50,46,46,44,43,93,-,59,21,-,0,29.95,-,29.47,-,0.01,-,201611
23,59,52,45,52,48,45,94,-,70,9,-,2,29.95,-,29.86,-,0.08,-,201611
24,56,52,48,48,46,43,93,-,65,15,-,2,30,-,29.89,-,0.00,-,201611
25,50,47,44,43,42,39,87,-,69,14,-,5,30.06,-,29.89,-,0.00,-,201611
26,49,48,46,43,43,42,87,-,71,7,-,2,30.09,-,30.04,-,0.00,-,201611
27,47,44,40,43,39,32,93,-,47,17,-,4,30.19,-,30.09,-,0.00,-,201611
28,44,38,33,36,28,21,87,-,31,20,-,6,30.38,-,30.18,-,0.00,-,201611
29,39,34,28,25,22,19,75,-,35,12,-,0,30.53,-,30.36,-,0.00,-,201611
30,42,32,23,27,22,19,86,-,31,7,-,0,30.62,-,30.51,-,0.00,-,201611
1,45,34,22,30,25,19,93,-,34,4,-,0,30.57,-,30.33,-,0.01,-,201612
2,43,36,29,39,35,27,93,-,75,6,-,0,30.37,-,30.21,-,0.00,-,201612
3,43,38,33,41,34,25,93,-,53,14,-,4,30.23,-,30.15,-,0.00,-,201612
4,41,34,28,32,27,23,87,-,53,9,-,4,30.22,-,30.15,-,0.00,-,201612
5,47,38,29,36,31,27,93,-,52,6,-,1,30.33,-,30.21,-,0.01,-,201612
6,52,41,30,39,34,28,93,-,48,7,-,0,30.48,-,30.3,-,0.01,-,201612
7,51,41,31,39,34,28,93,-,49,7,-,0,30.51,-,30.45,-,0.01,-,201612
8,51,40,29,37,34,27,93,-,47,8,-,0,30.51,-,30.42,-,0.01,-,201612
9,52,42,33,41,37,32,93,-,56,8,-,0,30.49,-,30.36,-,0.01,-,201612
10,43,38,33,41,36,30,100,-,83,8,-,0,30.38,-,30.24,-,0.01,-,201612
11,52,46,39,45,41,37,93,-,60,9,-,0,30.35,-,30.21,-,0.01,-,201612
12,43,38,34,39,37,33,100,-,65,10,-,1,30.37,-,30.27,-,0.08,-,201612
13,48,44,41,43,40,36,93,-,66,8,-,2,30.3,-,30.21,-,0.04,-,201612
14,50,42,35,39,35,32,93,-,47,8,-,0,30.23,-,30.15,-,0.00,-,201612
15,49,40,32,39,35,30,93,-,60,8,-,2,30.24,-,30.15,-,0.00,-,201612
16,51,45,39,41,39,36,87,-,56,8,-,2,30.49,-,30.12,-,0.00,-,201612
17,43,38,33,40,36,32,94,-,75,9,-,0,30.74,-,30.48,-,0.00,-,201612
18,38,38,37,38,36,34,100,-,87,6,-,0,30.73,-,30.48,-,0.00,-,201612
19,44,40,36,39,36,32,100,-,60,13,-,0,30.5,-,30.18,-,0.00,-,201612
20,45,40,34,36,33,30,87,-,56,8,-,2,30.27,-,30.15,-,0.00,-,201612
21,45,40,35,41,34,31,93,-,58,14,-,1,30.39,-,30.27,-,0.00,-,201612
22,48,45,41,46,43,39,93,-,79,12,-,0,30.57,-,30.27,-,0.24,-,201612
23,45,40,35,41,38,35,100,-,73,15,-,0,30.63,-,30.42,-,0.01,-,201612
24,49,46,42,45,42,40,100,-,68,14,-,5,30.52,-,30.39,-,0.04,-,201612
25,52,49,46,46,43,40,82,-,66,13,-,4,30.5,-,30.39,-,0.01,-,201612
26,52,44,37,48,43,34,94,-,50,13,-,0,30.72,-,30.39,-,0.02,-,201612
27,46,37,28,36,32,27,100,-,52,6,-,0,30.89,-,30.71,-,0.00,-,201612
28,46,38,31,36,31,28,93,-,55,8,-,2,30.88,-,30.71,-,0.00,-,201612
29,33,30,26,30,29,25,100,-,80,10,-,0,30.73,-,30.63,-,0.00,-,201612
30,30,28,25,30,27,25,100,-,89,4,-,0,30.7,-,30.63,-,0.00,-,201612
31,28,26,25,27,25,24,100,-,87,5,-,0,30.65,-,30.39,-,0.00,-,201612
1,32,28,24,30,26,21,93,-,83,10,-,4,30.4,-,30.12,-,0.00,-,201701
2,36,34,31,34,32,30,100,-,84,7,-,0,30.42,-,30.18,-,0.04,-,201701
3,34,32,29,33,31,28,100,-,87,9,-,0,30.48,-,30.33,-,0.00,-,201701
4,43,38,32,41,35,30,93,-,70,14,-,4,30.36,-,30.21,-,0.01,-,201701
5,44,37,30,36,32,27,93,-,58,9,-,0,30.65,-,30.33,-,0.00,-,201701
6,36,30,24,28,22,17,93,-,44,7,-,0,30.73,-,30.63,-,0.00,-,201701
7,37,28,20,36,25,16,100,-,41,9,-,0,30.68,-,30.48,-,0.02,-,201701
8,46,40,34,43,39,35,100,-,83,6,-,0,30.53,-,30.48,-,0.01,-,201701
9,47,43,39,43,41,38,100,-,78,13,-,0,30.49,-,29.92,-,0.02,-,201701
10,47,41,35,45,38,34,93,-,63,10,-,0,30,-,29.86,-,0.20,-,201701
11,51,45,39,48,41,37,94,-,57,14,-,4,30.06,-,29.86,-,0.02,-,201701
12,48,44,39,43,38,32,87,-,56,39,-,5,30.1,-,29.3,-,0.12,-,201701
13,41,37,33,34,31,28,93,-,52,21,-,7,29.98,-,29.53,-,0.08,-,201701
14,40,36,32,34,31,28,87,-,63,12,-,0,30.2,-,29.98,-,0.01,-,201701
15,38,32,27,34,31,26,100,-,77,8,-,0,30.28,-,30.15,-,0.12,-,201701
16,37,34,30,34,31,27,93,-,72,8,-,0,30.45,-,30.18,-,0.00,-,201701
17,30,27,24,29,24,19,93,-,64,12,-,4,30.61,-,30.45,-,0.00,-,201701
18,33,28,24,21,20,18,80,-,46,13,-,6,30.61,-,30.54,-,0.00,-,201701
19,33,28,23,23,20,17,80,-,46,14,-,0,30.56,-,30.48,-,0.00,-,201701
20,34,28,22,21,19,16,80,-,43,12,-,1,30.52,-,30.39,-,0.00,-,201701
21,36,28,19,27,21,16,86,-,50,6,-,0,30.41,-,30.3,-,0.00,-,201701
22,40,30,19,27,22,17,93,-,37,6,-,0,30.35,-,30.27,-,0.00,-,201701
23,31,28,24,28,25,21,100,-,72,10,-,0,30.4,-,30.33,-,0.00,-,201701
24,34,30,25,32,28,24,100,-,83,7,-,0,30.43,-,30.36,-,0.00,-,201701
25,31,28,26,29,25,18,87,-,64,12,-,2,30.43,-,30.3,-,0.00,-,201701
26,38,30,21,23,19,16,80,-,38,13,-,5,30.33,-,30.01,-,0.00,-,201701
27,48,38,27,37,31,21,87,-,50,10,-,1,30.04,-,29.89,-,0.00,-,201701
28,51,45,39,40,37,34,87,-,49,13,-,2,30.11,-,29.89,-,0.00,-,201701
29,45,40,35,41,38,33,93,-,72,12,-,5,30.16,-,29.98,-,0.08,-,201701
30,52,48,43,50,45,39,94,-,67,13,-,0,29.98,-,29.89,-,0.02,-,201701
31,53,50,48,52,49,46,100,-,86,6,-,0,29.99,-,29.92,-,0.01,-,201701
1,54,51,46,50,47,43,94,-,67,14,-,5,29.98,-,29.83,-,0.00,-,201702
2,55,49,43,48,44,41,93,-,48,14,-,5,29.84,-,29.59,-,0.00,-,201702
3,54,49,44,45,41,37,87,-,48,23,-,10,29.67,-,29.42,-,0.02,-,201702
4,45,41,37,43,39,34,93,-,72,16,-,0,29.65,-,29.27,-,0.28,-,201702
5,52,45,38,45,40,37,93,-,51,15,-,2,29.77,-,29.39,-,0.03,-,201702
6,47,44,40,39,37,35,87,-,55,17,-,0,30.12,-,29.8,-,0.00,-,201702
7,51,44,37,46,39,34,100,-,50,14,-,0,30.07,-,29.95,-,0.08,-,201702
8,46,40,35,39,36,32,93,-,54,13,-,0,30.34,-,30.06,-,0.00,-,201702
9,42,38,35,36,33,30,93,-,64,9,-,2,30.34,-,30.15,-,0.00,-,201702
10,36,34,32,32,29,26,87,-,59,10,-,4,30.17,-,30.09,-,0.00,-,201702
11,33,32,31,30,28,25,93,-,66,6,-,0,30.15,-,30.06,-,0.00,-,201702
12,45,38,30,41,34,28,93,-,70,14,-,2,30.14,-,30.06,-,0.01,-,201702
13,50,42,33,36,33,29,87,-,47,18,-,6,30.17,-,30.06,-,0.00,-,201702
14,57,46,35,43,36,30,81,-,47,17,-,2,30.39,-,30.12,-,0.01,-,201702
15,63,51,39,46,42,35,87,-,43,14,-,0,30.48,-,30.39,-,0.01,-,201702
16,56,48,41,48,45,41,94,-,55,6,-,0,30.5,-,30.39,-,0.08,-,201702
17,48,42,37,43,39,35,100,-,67,6,-,0,30.44,-,30.36,-,0.01,-,201702
18,53,42,30,41,36,30,100,-,49,8,-,0,30.39,-,30.27,-,0.00,-,201702
19,53,40,28,42,36,28,100,-,49,10,-,0,30.33,-,30.24,-,0.00,-,201702
20,54,50,46,51,45,40,88,-,66,13,-,0,30.28,-,30.15,-,0.00,-,201702
21,55,52,50,50,47,45,88,-,68,16,-,7,30.19,-,30.09,-,0.00,-,201702
22,54,52,51,46,43,42,82,-,57,20,-,9,30.12,-,29.95,-,0.00,-,201702
23,56,51,46,45,39,30,76,-,33,26,-,10,29.95,-,29.59,-,0.00,-,201702
24,49,42,33,37,32,27,87,-,35,15,-,0,30.22,-,29.8,-,0.00,-,201702
25,53,41,29,34,30,25,87,-,33,15,-,0,30.22,-,30.04,-,0.00,-,201702
26,55,49,43,47,40,32,77,-,41,18,-,5,30.04,-,29.83,-,0.00,-,201702
27,54,49,42,46,40,30,82,-,51,29,-,13,29.84,-,29.36,-,0.20,-,201702
28,48,44,40,38,34,30,81,-,45,22,-,10,29.58,-,29.27,-,0.03,-,201702
1,53,48,42,50,41,36,94,-,64,20,-,9,29.73,-,29.53,-,0.51,-,201703
2,54,48,42,39,35,32,76,-,31,20,-,5,30.04,-,29.74,-,0.00,-,201703
3,59,49,39,45,39,32,81,-,46,14,-,2,30,-,29.36,-,0.04,-,201703
4,48,46,44,47,43,39,93,-,58,15,-,4,29.51,-,29.27,-,0.35,-,201703
5,49,44,40,43,38,35,87,-,56,25,-,7,29.64,-,29.39,-,0.35,-,201703
6,46,44,41,41,37,35,87,-,56,18,-,0,29.94,-,29.53,-,0.28,-,201703
7,51,45,39,39,36,31,87,-,40,13,-,0,30.18,-,29.92,-,0.01,-,201703
8,57,48,38,53,46,33,94,-,68,15,-,2,30.18,-,30.04,-,0.02,-,201703
9,58,54,46,52,50,43,88,-,66,14,-,0,30.32,-,30.15,-,0.00,-,201703
10,55,48,42,46,44,40,93,-,61,8,-,0,30.38,-,30.24,-,0.00,-,201703
11,62,49,36,43,38,34,93,-,29,8,-,2,30.25,-,29.98,-,0.00,-,201703
12,63,52,40,49,41,34,93,-,24,10,-,0,30.06,-,29.89,-,0.00,-,201703
13,59,50,40,46,43,36,93,-,48,13,-,0,30.52,-,30.06,-,0.00,-,201703
14,60,49,38,45,42,36,93,-,45,10,-,0,30.58,-,30.51,-,0.00,-,201703
15,60,54,46,48,45,42,87,-,52,8,-,0,30.56,-,30.42,-,0.00,-,201703
16,68,54,40,46,43,37,94,-,29,7,-,0,30.42,-,30.09,-,0.00,-,201703
17,57,52,46,45,40,35,87,-,38,14,-,0,30.17,-,30.06,-,0.01,-,201703
18,57,50,44,52,46,36,94,-,56,18,-,8,30.08,-,29.95,-,0.02,-,201703
19,57,54,51,50,46,41,88,-,53,16,-,5,30.04,-,29.95,-,0.00,-,201703
20,54,52,51,43,42,39,71,-,49,17,-,6,29.97,-,29.83,-,0.00,-,201703
21,52,46,41,47,37,28,87,-,29,15,-,0,29.96,-,29.83,-,0.04,-,201703
22,57,48,39,41,35,30,87,-,26,20,-,2,29.96,-,29.77,-,0.00,-,201703
23,57,48,39,48,41,35,90,-,51,16,-,2,30.04,-,29.74,-,0.03,-,201703
24,56,51,46,48,45,43,94,-,63,16,-,0,30.3,-,30.04,-,0.12,-,201703
25,65,54,43,43,38,31,82,-,18,22,-,6,30.3,-,30.04,-,0.00,-,201703
26,63,53,43,45,39,31,82,-,39,12,-,2,30.17,-,30.06,-,0.00,-,201703
27,66,54,41,43,40,36,82,-,24,14,-,0,30.16,-,30.06,-,0.00,-,201703
28,65,54,42,47,42,37,87,-,36,13,-,0,30.3,-,30.12,-,0.00,-,201703
29,68,56,43,46,43,39,82,-,31,10,-,0,30.37,-,30.27,-,0.00,-,201703
30,73,60,46,45,42,40,82,-,21,14,-,0,30.31,-,30.04,-,0.00,-,201703
31,65,58,52,50,44,39,88,-,33,17,-,0,30.04,-,29.92,-,0.04,-,201703
1,62,55,48,49,43,36,82,-,31,9,-,1,29.96,-,29.86,-,0.00,-,201704
2,65,54,42,45,42,39,93,-,30,12,-,0,30.28,-,29.98,-,0.00,-,201704
3,67,54,41,48,41,36,93,-,23,8,-,0,30.33,-,30.24,-,0.00,-,201704
4,62,54,45,46,43,41,87,-,41,12,-,0,30.31,-,30.21,-,0.00,-,201704
5,60,52,45,46,42,36,87,-,34,15,-,4,30.4,-,30.3,-,0.00,-,201704
6,58,50,41,39,36,34,81,-,31,14,-,0,30.44,-,30.36,-,0.00,-,201704
7,66,51,36,43,39,32,93,-,31,7,-,0,30.4,-,30.24,-,0.00,-,201704
8,68,56,43,45,42,39,87,-,29,7,-,0,30.28,-,30.15,-,0.00,-,201704
9,78,60,41,46,39,34,87,-,12,5,-,0,30.22,-,30.12,-,0.00,-,201704
10,62,55,48,47,42,35,82,-,35,14,-,0,30.31,-,30.12,-,0.00,-,201704
11,62,50,39,39,36,32,87,-,25,10,-,0,30.4,-,30.27,-,0.00,-,201704
12,65,52,38,46,40,35,87,-,29,15,-,0,30.31,-,30.04,-,0.00,-,201704
13,60,52,45,46,43,41,93,-,39,8,-,0,30.12,-,30.04,-,0.00,-,201704
14,62,55,48,45,41,37,76,-,31,9,-,2,30.09,-,30.04,-,0.00,-,201704
15,61,54,47,50,45,41,94,-,44,12,-,0,30.17,-,30.06,-,0.01,-,201704
16,58,50,42,43,39,36,87,-,37,13,-,4,30.26,-,30.18,-,0.00,-,201704
17,57,50,44,46,41,37,87,-,45,16,-,2,30.26,-,30.09,-,0.04,-,201704
18,53,43,33,39,33,28,93,-,27,14,-,0,30.43,-,30.24,-,0.03,-,201704
19,52,44,35,36,28,20,93,-,17,18,-,4,30.58,-,30.42,-,0.00,-,201704
20,55,43,31,27,25,21,75,-,22,8,-,2,30.65,-,30.51,-,0.00,-,201704
21,65,49,33,42,33,26,87,-,20,9,-,0,30.56,-,30.39,-,0.00,-,201704
22,60,52,44,46,43,39,87,-,36,13,-,0,30.41,-,30.27,-,0.00,-,201704
23,59,48,36,41,34,30,87,-,27,10,-,0,30.37,-,30.21,-,0.00,-,201704
24,63,48,34,41,35,30,87,-,24,12,-,0,30.23,-,29.89,-,0.00,-,201704
25,52,47,42,43,31,23,81,-,22,12,-,4,29.94,-,29.83,-,0.01,-,201704
26,52,43,34,38,32,28,81,-,32,14,-,1,30.04,-,29.89,-,0.02,-,201704
27,53,44,36,36,31,23,87,-,23,13,-,2,30.11,-,30.04,-,0.00,-,201704
28,56,48,39,45,39,28,94,-,50,8,-,0,30.08,-,30.01,-,0.08,-,201704
29,63,50,36,45,39,35,100,-,26,14,-,0,30.09,-,29.86,-,0.00,-,201704
30,66,52,39,50,39,34,94,-,23,21,-,2,29.86,-,29.5,-,0.08,-,201704
1,61,54,46,46,39,32,87,-,23,20,-,7,29.96,-,29.62,-,0.00,-,201705
2,62,52,41,45,41,36,93,-,29,15,-,0,30.1,-,29.95,-,0.00,-,201705
3,52,50,49,48,46,43,94,-,63,12,-,2,30.11,-,30.04,-,0.12,-,201705
4,62,54,45,52,47,44,100,-,54,9,-,0,30.09,-,30.01,-,0.12,-,201705
5,64,54,44,50,47,45,100,-,45,14,-,0,30.11,-,29.86,-,0.00,-,201705
6,54,52,49,52,49,45,100,-,72,12,-,2,29.89,-,29.71,-,0.08,-,201705
7,57,54,50,52,48,45,100,-,60,12,-,5,30.19,-,29.89,-,0.04,-,201705
8,54,50,47,48,45,39,94,-,53,12,-,1,30.25,-,30.18,-,0.01,-,201705
9,61,50,40,47,40,36,93,-,29,13,-,4,30.24,-,29.92,-,0.00,-,201705
10,70,55,40,45,40,36,87,-,25,13,-,2,29.92,-,29.53,-,0.00,-,201705
11,70,62,53,55,51,45,94,-,35,17,-,0,29.56,-,29.39,-,0.00,-,201705
12,72,62,53,58,54,50,94,-,47,16,-,5,29.71,-,29.44,-,0.01,-,201705
13,69,60,52,54,50,46,94,-,37,14,-,2,30.01,-,29.71,-,0.01,-,201705
14,68,60,53,54,49,46,88,-,33,13,-,1,30.3,-,30.01,-,0.16,-,201705
15,76,62,49,52,50,48,94,-,29,9,-,0,30.4,-,30.3,-,0.00,-,201705
16,82,70,57,55,52,48,82,-,22,10,-,0,30.36,-,30.24,-,0.00,-,201705
17,84,72,61,64,56,50,94,-,22,24,-,1,30.24,-,29.86,-,0.31,-,201705
18,71,61,51,63,57,50,94,-,55,21,-,1,29.92,-,29.74,-,0.28,-,201705
19,62,56,49,50,46,39,94,-,42,17,-,1,30.04,-,29.89,-,0.04,-,201705
20,66,56,45,48,45,41,93,-,36,13,-,0,30.29,-,30.04,-,0.00,-,201705
21,70,58,46,50,47,45,94,-,30,13,-,0,30.32,-,30.12,-,0.00,-,201705
22,79,64,49,55,49,45,87,-,24,10,-,0,30.13,-,29.95,-,0.00,-,201705
23,75,66,57,57,54,52,88,-,35,12,-,0,30.27,-,30.01,-,0.00,-,201705
24,75,66,58,59,56,54,88,-,41,9,-,0,30.32,-,30.24,-,0.00,-,201705
25,79,68,56,59,54,50,88,-,28,15,-,0,30.25,-,30.09,-,0.00,-,201705
26,82,69,56,57,54,52,82,-,27,20,-,2,30.1,-,29.92,-,0.00,-,201705
27,88,74,60,66,59,54,82,-,29,9,-,4,30.05,-,29.92,-,0.00,-,201705
28,88,75,62,70,63,55,82,-,34,10,-,0,30.07,-,29.92,-,0.01,-,201705
29,84,75,66,67,62,55,88,-,36,16,-,0,29.97,-,29.86,-,0.00,-,201705
30,72,67,62,61,56,52,88,-,43,10,-,2,30.15,-,29.95,-,0.00,-,201705
31,75,64,52,55,52,49,94,-,35,8,-,0,30.23,-,30.15,-,0.00,-,201705
1,81,69,57,57,55,54,88,-,31,8,-,2,30.19,-,30.06,-,0.00,-,201706
2,82,72,62,66,60,55,94,-,38,14,-,0,30.06,-,29.95,-,0.00,-,201706
3,68,62,57,64,58,48,94,-,63,9,-,0,30.04,-,29.95,-,0.12,-,201706
4,68,58,48,52,46,42,94,-,29,12,-,1,30.13,-,30.04,-,0.00,-,201706
5,75,64,52,50,47,45,82,-,25,20,-,0,30.06,-,29.68,-,0.08,-,201706
6,61,57,53,55,49,43,94,-,42,23,-,5,29.89,-,29.47,-,0.28,-,201706
7,68,60,51,47,45,43,77,-,31,20,-,6,30.1,-,29.89,-,0.00,-,201706
8,81,66,52,57,52,46,88,-,29,16,-,0,30.09,-,29.83,-,0.16,-,201706
9,73,66,60,60,53,46,94,-,27,14,-,0,30.06,-,29.83,-,0.39,-,201706
10,81,68,55,55,52,46,94,-,22,10,-,1,30.12,-,30.06,-,0.00,-,201706
11,86,72,59,63,55,50,88,-,20,14,-,0,30.09,-,29.95,-,0.00,-,201706
12,70,64,57,52,49,46,82,-,36,12,-,4,30.17,-,30.06,-,0.00,-,201706
13,75,62,50,55,51,47,94,-,35,10,-,0,30.16,-,30.04,-,0.00,-,201706
14,84,71,58,59,55,52,77,-,30,10,-,2,30.08,-,29.92,-,0.00,-,201706
15,83,74,64,64,59,52,83,-,32,12,-,0,30.12,-,29.95,-,0.00,-,201706
16,73,64,56,56,51,48,82,-,34,12,-,4,30.34,-,30.12,-,0.00,-,201706
17,80,67,54,59,55,50,88,-,36,10,-,0,30.37,-,30.24,-,0.00,-,201706
18,85,73,61,61,59,56,88,-,33,15,-,4,30.28,-,30.09,-,0.00,-,201706
19,91,76,62,61,57,52,82,-,17,9,-,2,30.13,-,29.98,-,0.00,-,201706
20,93,78,64,61,58,55,78,-,20,12,-,1,30.02,-,29.95,-,0.00,-,201706
21,98,84,69,66,61,59,73,-,19,8,-,0,30.01,-,29.88,-,0.00,-,201706
22,94,82,69,68,64,59,83,-,26,14,-,0,30.01,-,29.86,-,0.00,-,201706
23,74,68,61,57,54,52,77,-,38,12,-,2,30.16,-,30.01,-,0.00,-,201706
24,79,70,60,54,52,50,77,-,28,15,-,2,30.15,-,29.98,-,0.00,-,201706
25,81,73,65,59,56,52,78,-,31,15,-,1,30.02,-,29.95,-,0.00,-,201706
26,82,71,60,59,58,55,88,-,35,10,-,0,29.99,-,29.8,-,0.00,-,201706
27,75,70,65,66,62,58,88,-,52,12,-,2,29.83,-,29.53,-,0.08,-,201706
28,76,69,62,64,59,55,94,-,40,16,-,0,29.56,-,29.42,-,0.04,-,201706
29,72,66,59,56,53,48,82,-,36,15,-,1,29.57,-,29.44,-,0.01,-,201706
30,66,62,58,61,56,53,94,-,59,14,-,2,29.8,-,29.56,-,0.08,-,201706
1,71,64,58,59,56,52,94,-,41,12,-,5,30.13,-,29.8,-,0.24,-,201707
2,75,65,55,61,56,52,100,-,42,10,-,4,30.24,-,30.12,-,0.02,-,201707
3,75,64,54,57,55,53,94,-,35,10,-,0,30.25,-,30.15,-,0.00,-,201707
4,82,68,54,57,55,52,94,-,29,7,-,0,30.21,-,30.04,-,0.00,-,201707
5,90,75,60,61,58,53,88,-,21,9,-,1,30.08,-,29.95,-,0.00,-,201707
6,95,82,68,69,62,54,78,-,19,17,-,2,30.01,-,29.88,-,0.12,-,201707
7,92,79,66,64,59,52,88,-,19,10,-,0,30.06,-,29.98,-,0.00,-,201707
8,86,74,63,59,57,50,73,-,28,9,-,2,30.09,-,29.97,-,0.00,-,201707
9,84,74,64,66,61,57,94,-,30,15,-,0,30.01,-,29.8,-,0.91,-,201707
10,73,66,60,65,61,54,94,-,46,12,-,0,29.92,-,29.8,-,0.51,-,201707
11,77,68,59,57,54,48,88,-,27,16,-,0,29.95,-,29.88,-,0.00,-,201707
12,72,66,61,63,59,54,94,-,49,15,-,4,30.16,-,29.8,-,0.03,-,201707
13,75,66,56,57,53,48,77,-,37,9,-,1,30.19,-,30.06,-,0.00,-,201707
14,73,65,57,55,51,46,77,-,35,14,-,2,30.2,-,30.06,-,0.00,-,201707
15,78,66,54,55,51,45,94,-,26,8,-,0,30.27,-,30.18,-,0.00,-,201707
16,84,74,64,64,58,46,78,-,32,8,-,0,30.27,-,30.17,-,0.00,-,201707
17,84,72,61,63,60,57,94,-,33,10,-,0,30.22,-,30.06,-,0.00,-,201707
18,92,78,64,64,61,59,83,-,26,13,-,4,30.07,-,29.77,-,0.00,-,201707
19,86,80,73,66,62,59,73,-,43,18,-,2,29.81,-,29.74,-,0.02,-,201707
20,73,68,62,63,57,48,83,-,43,17,-,2,29.97,-,29.8,-,0.02,-,201707
21,77,66,55,55,50,44,88,-,22,15,-,0,29.97,-,29.8,-,0.00,-,201707
22,71,64,57,61,55,49,94,-,40,15,-,0,29.94,-,29.8,-,0.20,-,201707
23,70,63,56,57,51,48,94,-,34,15,-,1,30.02,-,29.92,-,0.24,-,201707
24,69,62,56,60,57,55,94,-,55,16,-,0,30.02,-,29.89,-,0.16,-,201707
25,73,66,59,57,55,51,94,-,39,13,-,2,30.01,-,29.92,-,0.00,-,201707
26,75,64,52,65,57,50,94,-,45,16,-,0,29.97,-,29.83,-,0.02,-,201707
27,72,67,62,63,57,48,94,-,34,12,-,0,29.88,-,29.8,-,0.02,-,201707
28,75,66,58,55,53,50,77,-,36,14,-,0,29.99,-,29.86,-,0.00,-,201707
29,82,74,65,61,58,54,73,-,38,17,-,7,29.97,-,29.8,-,0.00,-,201707
30,79,74,68,61,55,48,73,-,26,23,-,6,29.89,-,29.74,-,0.00,-,201707
31,75,66,58,59,53,50,83,-,33,16,-,0,29.98,-,29.89,-,0.02,-,201707
1,80,70,59,61,55,50,94,-,28,10,-,0,30.04,-,29.92,-,0.00,-,201708
2,85,72,59,55,53,46,77,-,24,16,-,0,30.08,-,29.92,-,0.00,-,201708
3,81,74,66,64,56,52,88,-,28,18,-,0,29.95,-,29.89,-,0.02,-,201708
4,79,72,64,61,55,52,78,-,32,13,-,2,30,-,29.95,-,0.00,-,201708
