day,Temperature (° F)_Max,Temperature (° F)_Avg,Temperature (° F)_Min,Dew Point (° F)_Max,Dew Point (° F)_Avg,Dew Point (° F)_Min,Humidity (%)_Max,Humidity (%)_Avg,Humidity (%)_Min,Wind Speed (mph)_Max,Wind Speed (mph)_Avg,Wind Speed (mph)_Min,Pressure (Hg)_Max,Pressure (Hg)_Avg,Pressure (Hg)_Min,Precipation (in)_Max,Precipation (in)_Avg,Precipation (in)_Min,date
15,74,64,55,63,57,52,94,-,51,12,-,1,30.06,-,29.83,-,0.00,-,201610
16,75,65,55,63,57,50,88,-,51,14,-,1,30.17,-,30.06,-,0.00,-,201610
17,75,67,59,63,59,55,94,-,53,13,-,1,30.21,-,30.15,-,0.00,-,201610
18,74,67,60,63,59,57,88,-,52,16,-,2,30.27,-,30.21,-,0.00,-,201610
19,71,65,59,61,58,55,88,-,61,16,-,1,30.25,-,30.06,-,0.00,-,201610
20,65,62,60,58,55,50,88,-,56,12,-,1,30.09,-,29.95,-,0.02,-,201610
21,59,57,55,56,49,43,94,-,47,14,-,0,30.06,-,29.95,-,0.00,-,201610
22,66,60,55,60,56,52,100,-,70,13,-,0,29.99,-,29.8,-,0.16,-,201610
23,74,67,60,67,62,57,94,-,66,9,-,0,29.83,-,29.74,-,0.00,-,201610
24,73,68,62,68,64,61,94,-,74,14,-,2,29.98,-,29.83,-,0.03,-,201610
25,71,68,65,67,64,62,96,-,73,10,-,0,30.15,-,29.98,-,0.04,-,201610
26,72,67,62,66,63,59,100,-,72,10,-,0,30.28,-,30.12,-,0.00,-,201610
27,73,66,60,63,60,57,94,-,56,10,-,0,30.41,-,30.24,-,0.00,-,201610
28,71,64,57,62,59,55,100,-,61,9,-,0,30.48,-,30.39,-,0.00,-,201610
29,70,62,55,61,57,50,94,-,59,14,-,0,30.43,-,30.24,-,0.00,-,201610
30,68,60,53,59,56,48,95,-,56,13,-,0,30.27,-,30.15,-,0.00,-,201610
31,67,62,56,59,57,54,94,-,66,8,-,0,30.24,-,30.18,-,0.00,-,201610
1,72,64,57,61,56,53,94,-,55,14,-,2,30.27,-,30.15,-,0.00,-,201611
2,70,62,55,57,54,50,88,-,47,13,-,0,30.18,-,30.04,-,0.00,-,201611
3,68,60,51,59,53,46,94,-,52,14,-,0,30.09,-,30.03,-,0.00,-,201611
4,70,62,55,61,55,50,94,-,44,13,-,0,30.1,-,29.92,-,0.00,-,201611
5,73,66,59,64,57,46,94,-,48,28,-,0,29.93,-,29.59,-,0.02,-,201611
6,63,58,51,47,42,37,77,-,30,16,-,1,29.81,-,29.62,-,0.00,-,201611
7,60,53,46,45,39,36,71,-,41,16,-,0,29.87,-,29.8,-,0.00,-,201611
8,62,52,42,39,35,26,76,-,16,24,-,5,30.04,-,29.86,-,0.00,-,201611
9,67,58,48,43,40,36,71,-,27,26,-,0,30.08,-,29.89,-,0.00,-,201611
10,66,57,48,44,42,41,76,-,28,18,-,2,30.16,-,30.06,-,0.00,-,201611
11,66,57,48,52,45,41,82,-,37,14,-,1,30.19,-,30.09,-,0.02,-,201611
12,63,58,53,54,51,48,88,-,53,12,-,0,30.19,-,30.12,-,0.02,-,201611
13,66,58,49,51,46,43,82,-,43,15,-,0,30.21,-,30.15,-,0.01,-,201611
14,65,58,51,51,45,39,82,-,29,14,-,1,30.33,-,30.15,-,0.00,-,201611
15,61,54,46,45,42,39,82,-,39,14,-,1,30.41,-,30.3,-,0.00,-,201611
16,61,52,42,46,42,37,82,-,42,15,-,0,30.38,-,30.21,-,0.00,-,201611
17,65,54,44,51,44,39,82,-,41,16,-,0,30.22,-,30.06,-,0.00,-,201611
18,66,57,48,58,51,43,88,-,63,18,-,0,30.06,-,29.89,-,0.00,-,201611
19,64,58,51,55,49,46,88,-,49,12,-,1,30.03,-,29.92,-,0.00,-,201611
20,66,59,52,56,51,48,88,-,53,20,-,0,29.94,-,29.74,-,0.00,-,201611
21,66,64,61,63,60,55,94,-,69,20,-,7,29.75,-,29.65,-,0.08,-,201611
22,66,62,59,63,60,57,100,-,73,23,-,0,29.78,-,29.68,-,0.28,-,201611
23,68,62,53,63,58,52,94,-,74,25,-,6,29.73,-,29.53,-,0.55,-,201611
24,60,54,46,52,44,41,94,-,43,14,-,2,29.85,-,29.65,-,0.12,-,201611
25,60,52,44,43,41,39,82,-,38,16,-,0,29.96,-,29.83,-,0.00,-,201611
26,62,54,47,59,47,39,94,-,63,22,-,2,29.96,-,29.86,-,0.08,-,201611
27,62,58,53,58,54,50,95,-,74,22,-,1,29.9,-,29.83,-,0.79,-,201611
28,60,53,46,53,49,43,94,-,64,13,-,0,30.02,-,29.83,-,0.16,-,201611
29,60,53,46,52,48,45,94,-,57,21,-,4,30.41,-,30.01,-,0.01,-,201611
30,58,52,46,47,44,41,87,-,44,15,-,2,30.53,-,30.39,-,0.00,-,201611
1,59,50,41,50,42,37,88,-,50,16,-,1,30.47,-,30.24,-,0.00,-,201612
2,61,50,39,49,41,34,88,-,43,17,-,0,30.24,-,29.98,-,0.00,-,201612
3,58,48,39,50,41,32,88,-,52,17,-,5,30.06,-,29.98,-,0.00,-,201612
4,63,56,50,58,51,45,88,-,68,22,-,7,30.1,-,30.01,-,0.00,-,201612
5,63,60,57,58,56,50,94,-,69,26,-,9,30.23,-,30.06,-,0.02,-,201612
6,64,57,50,54,49,45,94,-,55,12,-,0,30.4,-,30.21,-,0.00,-,201612
7,62,54,46,50,46,43,93,-,47,14,-,0,30.54,-,30.39,-,0.00,-,201612
8,64,54,44,53,45,39,94,-,43,16,-,0,30.59,-,30.51,-,0.00,-,201612
9,63,52,42,52,44,37,82,-,45,18,-,2,30.57,-,30.42,-,0.00,-,201612
10,63,54,44,53,45,39,88,-,48,15,-,4,30.45,-,30.33,-,0.00,-,201612
11,62,53,44,50,43,39,87,-,45,17,-,2,30.34,-,30.21,-,0.00,-,201612
12,64,53,42,48,40,36,82,-,39,17,-,0,30.23,-,30.15,-,0.00,-,201612
13,62,52,42,51,43,36,93,-,51,15,-,0,30.32,-,30.24,-,0.00,-,201612
14,61,53,45,52,46,43,93,-,56,15,-,0,30.28,-,30.12,-,0.00,-,201612
15,57,50,44,46,43,39,87,-,53,15,-,6,30.24,-,30.15,-,0.00,-,201612
16,60,54,48,56,49,43,94,-,65,20,-,7,30.33,-,30.09,-,0.08,-,201612
17,58,52,46,53,48,43,88,-,51,25,-,7,30.57,-,30.33,-,0.04,-,201612
18,57,50,42,46,41,37,87,-,44,23,-,8,30.56,-,30.27,-,0.00,-,201612
19,51,46,42,46,41,36,93,-,61,21,-,6,30.28,-,29.89,-,0.43,-,201612
20,55,51,47,45,42,39,87,-,50,21,-,8,30.12,-,29.86,-,0.08,-,201612
21,60,54,47,46,42,37,87,-,48,21,-,7,30.38,-,30.09,-,0.02,-,201612
22,64,55,46,52,41,36,88,-,40,16,-,0,30.55,-,30.36,-,0.00,-,201612
23,60,52,44,48,42,37,82,-,49,18,-,4,30.59,-,30.51,-,0.00,-,201612
24,61,52,44,48,43,41,93,-,50,16,-,0,30.63,-,30.54,-,0.00,-,201612
25,58,51,44,46,40,37,81,-,49,20,-,2,30.58,-,30.39,-,0.00,-,201612
26,62,52,42,55,43,36,94,-,39,22,-,0,30.48,-,30.39,-,0.00,-,201612
27,63,52,42,52,43,37,87,-,45,16,-,0,30.58,-,30.45,-,0.00,-,201612
28,60,50,41,48,41,34,87,-,45,14,-,1,30.64,-,30.54,-,0.00,-,201612
29,58,48,39,50,35,27,82,-,27,20,-,4,30.58,-,30.45,-,0.00,-,201612
30,60,50,41,50,40,34,88,-,46,15,-,0,30.61,-,30.51,-,0.00,-,201612
31,58,50,41,46,40,36,87,-,45,15,-,0,30.55,-,30.42,-,0.00,-,201612
1,47,42,37,45,37,34,87,-,58,15,-,4,30.43,-,30.18,-,0.00,-,201701
2,57,47,37,46,37,30,81,-,51,17,-,0,30.23,-,30.12,-,0.00,-,201701
3,54,46,38,42,35,30,76,-,50,17,-,4,30.26,-,30.15,-,0.00,-,201701
4,58,50,42,46,38,32,81,-,45,15,-,2,30.26,-,30.12,-,0.00,-,201701
5,55,47,39,43,34,30,76,-,37,17,-,0,30.32,-,30.09,-,0.00,-,201701
6,55,45,35,39,33,27,87,-,35,17,-,0,30.44,-,30.3,-,0.00,-,201701
7,55,45,35,37,32,28,81,-,25,16,-,0,30.46,-,30.39,-,0.00,-,201701
8,62,50,39,43,31,27,70,-,28,16,-,2,30.41,-,30.21,-,0.00,-,201701
9,56,48,41,42,34,27,71,-,38,18,-,5,30.33,-,30.15,-,0.00,-,201701
10,55,47,39,43,36,32,82,-,39,15,-,2,30.15,-,29.8,-,0.00,-,201701
11,56,46,37,45,38,32,87,-,39,17,-,0,30.25,-,29.92,-,0.00,-,201701
12,61,52,44,54,46,39,88,-,53,21,-,0,30.25,-,29.92,-,0.00,-,201701
13,59,52,46,54,35,27,94,-,22,25,-,2,30.13,-,29.86,-,0.00,-,201701
14,54,46,39,31,24,11,70,-,9,20,-,2,30.21,-,30.12,-,0.00,-,201701
15,56,48,39,31,25,16,70,-,13,18,-,1,30.21,-,30.09,-,0.00,-,201701
16,56,46,37,40,34,27,81,-,41,14,-,1,30.13,-,29.92,-,0.00,-,201701
17,47,41,35,40,16,0,81,-,6,25,-,1,30.1,-,29.92,-,0.00,-,201701
18,52,41,30,23,17,12,60,-,10,17,-,0,30.2,-,30.09,-,0.00,-,201701
19,52,44,35,38,27,16,66,-,27,33,-,9,30.22,-,30.15,-,0.00,-,201701
20,51,49,47,47,42,37,93,-,54,30,-,17,30.2,-,30.12,-,0.08,-,201701
21,54,51,48,45,41,34,87,-,38,39,-,14,30.14,-,29.98,-,0.08,-,201701
22,52,49,46,45,41,37,93,-,54,30,-,7,30.04,-,29.95,-,0.08,-,201701
23,53,50,46,46,43,41,93,-,55,24,-,0,30.06,-,30.01,-,0.04,-,201701
24,57,50,41,41,37,34,81,-,40,17,-,0,30.13,-,30.01,-,0.00,-,201701
25,48,44,41,40,36,32,87,-,56,23,-,1,30.17,-,30.09,-,0.04,-,201701
26,51,45,39,43,39,34,93,-,65,12,-,2,30.16,-,30.04,-,0.02,-,201701
27,58,52,45,54,46,39,94,-,70,13,-,2,30.07,-,29.83,-,0.24,-,201701
28,58,53,48,51,48,46,96,-,57,15,-,0,30.24,-,29.83,-,0.24,-,201701
29,58,50,42,46,41,37,93,-,43,16,-,0,30.3,-,30.21,-,0.00,-,201701
30,60,51,42,52,44,36,94,-,52,14,-,0,30.24,-,30.12,-,0.00,-,201701
31,59,52,46,53,48,43,94,-,71,14,-,0,30.12,-,30.04,-,0.00,-,201701
1,59,52,46,52,48,45,94,-,70,16,-,0,30.09,-,30.01,-,0.00,-,201702
2,58,54,50,51,49,46,94,-,65,21,-,1,30.04,-,29.86,-,0.00,-,201702
3,63,54,46,48,43,36,88,-,41,24,-,1,30.02,-,29.89,-,0.00,-,201702
4,66,57,48,54,48,41,94,-,47,26,-,0,29.96,-,29.77,-,0.00,-,201702
5,60,55,50,52,41,30,88,-,24,38,-,2,29.93,-,29.68,-,0.01,-,201702
6,63,54,46,45,36,29,67,-,20,22,-,5,30.05,-,29.92,-,0.00,-,201702
7,65,58,50,53,48,45,88,-,45,12,-,0,30.08,-,29.98,-,0.00,-,201702
8,64,54,44,54,41,28,94,-,19,24,-,2,30.1,-,29.98,-,0.43,-,201702
9,57,48,39,41,33,27,81,-,20,14,-,0,30.13,-,30.04,-,0.00,-,201702
10,57,50,42,42,38,34,81,-,45,13,-,0,30.07,-,30.01,-,0.00,-,201702
11,57,50,44,53,45,37,88,-,64,22,-,6,30.06,-,29.92,-,0.00,-,201702
12,58,56,53,54,52,52,94,-,76,26,-,14,29.96,-,29.89,-,0.00,-,201702
13,58,56,55,56,54,52,100,-,77,32,-,4,29.98,-,29.86,-,0.35,-,201702
14,63,56,50,55,51,48,94,-,55,14,-,0,30.4,-,29.98,-,0.00,-,201702
15,62,56,50,55,51,46,94,-,61,16,-,4,30.54,-,30.39,-,0.00,-,201702
16,60,55,50,54,51,46,94,-,66,8,-,0,30.54,-,30.45,-,0.00,-,201702
17,58,52,46,51,48,45,94,-,63,17,-,0,30.47,-,30.24,-,0.00,-,201702
18,59,52,44,52,46,39,94,-,57,13,-,1,30.27,-,30.15,-,0.00,-,201702
19,62,55,48,50,47,41,94,-,41,13,-,0,30.33,-,30.21,-,0.00,-,201702
20,61,54,46,50,45,41,93,-,48,14,-,2,30.34,-,30.21,-,0.00,-,201702
21,63,54,44,50,44,39,88,-,44,16,-,5,30.29,-,30.18,-,0.00,-,201702
22,65,56,46,50,43,37,76,-,30,15,-,0,30.22,-,30.09,-,0.00,-,201702
23,65,56,48,50,44,39,77,-,39,18,-,0,30.12,-,29.89,-,0.00,-,201702
24,55,52,50,54,51,46,100,-,57,16,-,0,30.02,-,29.86,-,0.20,-,201702
25,58,50,42,50,43,37,100,-,42,16,-,0,30.19,-,30.01,-,0.00,-,201702
26,59,50,42,52,45,39,94,-,58,18,-,1,30.21,-,30.06,-,0.00,-,201702
27,61,56,50,54,49,46,88,-,58,22,-,0,30.09,-,29.83,-,0.00,-,201702
28,65,58,51,52,44,37,94,-,30,25,-,2,29.95,-,29.74,-,0.00,-,201702
1,59,52,44,49,40,34,82,-,36,21,-,2,30.14,-,29.95,-,0.00,-,201703
2,64,54,44,54,48,37,94,-,53,14,-,0,30.14,-,30.04,-,0.00,-,201703
3,61,56,51,55,50,48,100,-,62,21,-,0,30.06,-,29.5,-,0.00,-,201703
4,60,51,42,55,40,32,100,-,30,39,-,1,29.86,-,29.18,-,0.35,-,201703
5,61,52,42,49,42,36,77,-,38,26,-,0,30.08,-,29.86,-,0.00,-,201703
6,75,62,50,54,43,31,82,-,16,24,-,0,30.08,-,29.95,-,0.00,-,201703
7,65,58,50,49,39,30,77,-,21,21,-,0,30.19,-,30.06,-,0.00,-,201703
8,63,58,52,55,50,46,88,-,64,16,-,0,30.33,-,30.18,-,0.00,-,201703
9,62,56,51,54,51,48,100,-,67,12,-,0,30.3,-,30.15,-,0.00,-,201703
10,69,60,51,54,50,46,94,-,33,18,-,0,30.19,-,30.06,-,0.00,-,201703
11,67,59,51,54,50,46,88,-,38,13,-,0,30.13,-,30.01,-,0.00,-,201703
12,64,57,50,54,51,46,88,-,58,17,-,0,30.03,-,29.92,-,0.00,-,201703
13,66,60,53,55,49,46,88,-,41,30,-,1,30.34,-,29.95,-,0.00,-,201703
14,71,60,50,54,47,45,82,-,31,14,-,1,30.4,-,30.3,-,0.00,-,201703
15,66,58,50,50,46,44,82,-,33,13,-,0,30.39,-,30.27,-,0.00,-,201703
16,63,56,48,54,48,43,88,-,49,13,-,0,30.31,-,30.18,-,0.00,-,201703
17,64,55,46,52,43,36,77,-,26,24,-,0,30.23,-,30.15,-,0.00,-,201703
18,64,56,49,54,47,39,88,-,48,14,-,0,30.17,-,30.06,-,0.00,-,201703
19,64,56,49,56,50,45,88,-,56,15,-,0,30.14,-,29.98,-,0.00,-,201703
20,66,58,51,54,49,41,88,-,48,13,-,0,30.02,-,29.92,-,0.00,-,201703
21,63,56,48,56,50,41,88,-,59,12,-,1,30,-,29.89,-,0.00,-,201703
22,64,57,50,55,49,41,94,-,37,20,-,1,29.98,-,29.8,-,0.00,-,201703
23,63,56,50,55,41,36,94,-,28,20,-,0,29.95,-,29.74,-,0.00,-,201703
24,54,49,44,49,42,37,100,-,48,18,-,0,30,-,29.83,-,1.81,-,201703
25,61,52,42,48,43,39,98,-,44,18,-,1,30.09,-,29.8,-,0.71,-,201703
26,63,54,44,50,45,39,87,-,49,15,-,0,30.14,-,30.04,-,0.00,-,201703
27,62,55,48,55,49,43,94,-,64,20,-,4,30.25,-,30.04,-,0.08,-,201703
28,62,54,46,53,48,43,94,-,53,12,-,1,30.35,-,30.24,-,0.00,-,201703
29,67,58,50,55,50,45,94,-,40,15,-,0,30.35,-,30.24,-,0.00,-,201703
30,66,58,51,57,51,45,94,-,55,16,-,0,30.32,-,30.24,-,0.00,-,201703
31,64,57,50,56,51,43,100,-,60,14,-,0,30.27,-,30.01,-,0.04,-,201703
1,60,56,51,54,48,45,88,-,55,17,-,0,30.06,-,29.95,-,0.20,-,201704
2,63,54,46,52,45,41,93,-,36,16,-,2,30.13,-,30.01,-,0.01,-,201704
3,68,58,48,51,45,39,88,-,23,20,-,2,30.19,-,30.12,-,0.00,-,201704
4,72,61,50,52,46,42,82,-,29,17,-,1,30.19,-,30.09,-,0.00,-,201704
5,66,60,53,56,50,44,88,-,34,14,-,0,30.17,-,30.06,-,0.08,-,201704
6,69,59,49,55,49,45,88,-,37,14,-,2,30.14,-,29.98,-,0.00,-,201704
7,66,58,50,54,48,43,88,-,34,15,-,0,30.18,-,30.09,-,0.00,-,201704
8,66,58,50,56,50,45,88,-,46,16,-,0,30.22,-,30.12,-,0.00,-,201704
9,65,57,49,57,50,41,94,-,52,15,-,0,30.29,-,30.18,-,0.00,-,201704
10,66,58,51,55,49,43,82,-,41,24,-,0,30.29,-,30.18,-,0.00,-,201704
11,68,60,53,58,53,44,94,-,54,17,-,0,30.2,-,30.09,-,0.00,-,201704
12,97,76,54,57,54,48,94,-,38,10,-,1,30.18,-,30.06,-,0.00,-,201704
13,66,60,53,59,54,48,94,-,57,14,-,0,30.09,-,29.98,-,0.00,-,201704
14,70,62,55,59,53,47,94,-,38,10,-,0,30.06,-,29.98,-,0.00,-,201704
15,66,62,57,56,52,48,94,-,51,13,-,0,30.13,-,30.04,-,0.01,-,201704
16,68,60,53,56,52,46,90,-,40,23,-,0,30.21,-,30.09,-,0.00,-,201704
17,68,62,55,58,54,50,88,-,54,16,-,0,30.13,-,30.01,-,0.00,-,201704
18,68,62,55,59,55,52,88,-,61,13,-,1,30.07,-,29.98,-,0.00,-,201704
19,63,59,55,56,37,28,77,-,18,22,-,0,30.23,-,30.06,-,0.00,-,201704
20,62,54,47,41,37,27,71,-,16,21,-,0,30.36,-,30.21,-,0.00,-,201704
21,63,54,44,43,38,34,71,-,24,14,-,2,30.42,-,30.33,-,0.00,-,201704
22,64,56,47,50,45,39,76,-,44,23,-,4,30.4,-,30.15,-,0.00,-,201704
23,68,59,50,56,48,41,88,-,37,15,-,1,30.17,-,30.04,-,0.00,-,201704
24,66,58,51,57,52,43,88,-,52,15,-,1,30.07,-,29.98,-,0.00,-,201704
25,68,60,52,59,53,45,88,-,61,18,-,2,30,-,29.71,-,0.01,-,201704
26,59,57,55,60,55,46,95,-,72,18,-,1,29.89,-,29.68,-,0.43,-,201704
27,53,50,46,52,44,41,94,-,61,14,-,1,30.05,-,29.89,-,0.35,-,201704
28,61,52,42,44,40,34,93,-,29,14,-,4,30.08,-,30.01,-,0.00,-,201704
29,63,54,46,48,44,39,81,-,40,18,-,4,30.07,-,29.95,-,0.00,-,201704
30,66,61,56,59,55,45,94,-,55,18,-,1,29.96,-,29.77,-,0.03,-,201704
1,64,58,53,50,44,37,82,-,28,15,-,1,30.15,-,29.83,-,0.00,-,201705
2,65,58,50,59,49,43,83,-,33,21,-,1,30.15,-,30.04,-,0.00,-,201705
3,65,61,57,58,53,50,94,-,61,15,-,2,30.12,-,30.01,-,0.00,-,201705
4,66,60,54,58,55,52,94,-,62,16,-,1,30.05,-,29.92,-,0.00,-,201705
5,71,65,59,58,54,48,94,-,38,24,-,6,29.98,-,29.83,-,0.00,-,201705
6,79,69,59,56,51,37,88,-,16,29,-,0,30.12,-,29.8,-,0.00,-,201705
7,68,62,56,60,54,48,83,-,48,14,-,1,30.14,-,30.06,-,0.00,-,201705
8,68,62,56,59,55,52,88,-,53,10,-,1,30.13,-,29.98,-,0.00,-,201705
9,67,61,55,59,54,50,83,-,60,14,-,1,30.01,-,29.77,-,0.00,-,201705
10,70,64,59,61,58,54,88,-,63,14,-,0,29.81,-,29.65,-,0.00,-,201705
11,71,64,57,63,59,55,94,-,56,17,-,2,29.67,-,29.5,-,0.47,-,201705
12,77,67,57,60,55,48,88,-,26,25,-,1,29.83,-,29.59,-,0.00,-,201705
13,78,68,59,59,54,50,78,-,29,24,-,2,30.08,-,29.83,-,0.00,-,201705
14,73,68,63,60,55,52,83,-,38,14,-,1,30.31,-,30.06,-,0.00,-,201705
15,76,68,61,62,56,52,83,-,35,13,-,1,30.37,-,30.3,-,0.00,-,201705
16,77,70,64,63,56,51,83,-,30,14,-,2,30.34,-,30.24,-,0.00,-,201705
17,78,70,62,61,56,51,83,-,29,10,-,0,30.27,-,30.04,-,0.00,-,201705
18,73,66,60,64,56,48,88,-,48,15,-,0,30.04,-,29.89,-,0.02,-,201705
19,70,62,53,56,48,41,73,-,26,20,-,5,30.15,-,29.98,-,0.00,-,201705
20,71,64,57,59,53,47,83,-,31,14,-,1,30.27,-,30.15,-,0.00,-,201705
21,72,64,57,62,58,52,88,-,50,17,-,2,30.27,-,30.09,-,0.00,-,201705
22,74,68,62,63,60,52,88,-,54,14,-,1,30.11,-,30.04,-,0.00,-,201705
23,76,69,62,63,60,55,88,-,45,14,-,1,30.14,-,30.06,-,0.00,-,201705
24,80,72,64,63,57,51,78,-,27,22,-,4,30.14,-,30.04,-,0.00,-,201705
25,79,72,65,66,59,52,83,-,34,22,-,0,30.06,-,29.92,-,0.00,-,201705
26,72,68,64,64,61,54,88,-,60,15,-,0,30.04,-,29.95,-,0.00,-,201705
27,75,70,66,65,62,59,88,-,52,16,-,2,30.13,-,30.04,-,0.00,-,201705
28,77,70,62,65,60,55,88,-,42,10,-,1,30.14,-,30.06,-,0.00,-,201705
29,79,70,62,67,56,51,78,-,28,10,-,1,30.09,-,29.98,-,0.00,-,201705
30,75,70,64,63,56,51,83,-,40,14,-,1,30.09,-,29.95,-,0.08,-,201705
31,77,70,62,62,56,49,77,-,28,13,-,1,30.13,-,30.06,-,0.01,-,201705
1,77,70,64,64,59,52,83,-,37,12,-,0,30.14,-,30.06,-,0.00,-,201706
2,77,71,65,66,63,55,83,-,57,17,-,0,30.12,-,30.04,-,0.00,-,201706
3,84,76,69,68,65,56,88,-,29,18,-,1,30.04,-,29.95,-,0.00,-,201706
4,78,72,66,67,62,57,94,-,50,14,-,1,30.07,-,29.95,-,0.08,-,201706
5,75,68,62,64,60,55,94,-,42,22,-,1,30,-,29.89,-,0.03,-,201706
6,80,73,66,66,61,58,83,-,36,22,-,2,30.07,-,29.86,-,0.00,-,201706
7,70,68,66,63,60,57,88,-,57,12,-,1,30.21,-,30.06,-,0.01,-,201706
8,76,71,66,66,63,61,88,-,60,20,-,0,30.15,-,30.01,-,0.00,-,201706
9,77,72,66,67,64,61,88,-,57,10,-,0,30.07,-,29.98,-,0.01,-,201706
10,80,72,64,68,62,55,88,-,35,16,-,0,30.09,-,30.04,-,0.00,-,201706
11,82,74,67,70,61,53,88,-,30,14,-,1,30.08,-,30.01,-,0.00,-,201706
12,83,76,68,68,58,45,88,-,25,12,-,1,30.07,-,29.98,-,0.00,-,201706
13,85,78,70,72,61,54,89,-,29,14,-,2,30.01,-,29.92,-,0.00,-,201706
14,87,79,71,70,63,54,83,-,28,16,-,2,29.99,-,29.92,-,0.00,-,201706
15,87,80,72,72,62,52,83,-,21,12,-,0,30.07,-,29.95,-,0.00,-,201706
16,89,82,75,70,66,60,83,-,28,16,-,1,30.14,-,30.06,-,0.00,-,201706
17,85,80,75,74,69,64,89,-,44,10,-,2,30.1,-,29.98,-,0.00,-,201706
18,85,78,72,73,69,66,94,-,48,13,-,1,30.06,-,29.98,-,0.00,-,201706
19,83,77,71,73,70,66,89,-,56,12,-,2,30.13,-,30.06,-,0.00,-,201706
20,85,79,73,73,69,65,94,-,41,18,-,1,30.14,-,30.04,-,0.00,-,201706
21,86,80,74,72,68,61,83,-,47,22,-,2,30.06,-,29.98,-,0.00,-,201706
22,85,79,73,73,67,56,83,-,38,21,-,2,30.09,-,30.01,-,0.00,-,201706
23,85,79,73,73,70,66,83,-,52,21,-,5,30.13,-,30.06,-,0.00,-,201706
24,84,77,70,73,69,61,89,-,56,17,-,1,30.11,-,29.98,-,0.00,-,201706
25,82,78,73,72,70,68,94,-,66,13,-,1,30.06,-,29.95,-,0.00,-,201706
26,88,80,71,72,67,57,94,-,26,10,-,1,29.95,-,29.77,-,0.00,-,201706
27,83,79,75,73,71,68,89,-,54,10,-,2,29.85,-,29.65,-,0.00,-,201706
28,90,78,66,73,63,48,89,-,16,40,-,1,29.72,-,29.59,-,0.04,-,201706
29,83,74,65,63,53,40,88,-,14,25,-,0,29.83,-,29.71,-,0.00,-,201706
30,82,71,60,57,52,41,82,-,14,25,-,2,30.04,-,29.86,-,0.00,-,201706
1,77,70,64,56,51,44,68,-,25,18,-,1,30.17,-,30.04,-,0.00,-,201707
2,79,72,64,61,53,46,69,-,26,17,-,4,30.21,-,30.12,-,0.00,-,201707
3,81,73,65,66,61,54,83,-,41,18,-,2,30.22,-,30.12,-,0.00,-,201707
4,81,74,67,68,63,52,88,-,46,16,-,1,30.15,-,30.04,-,0.00,-,201707
5,82,74,66,70,63,55,83,-,40,14,-,1,30.08,-,30.01,-,0.00,-,201707
6,85,78,71,72,69,64,83,-,49,14,-,1,30.1,-,29.98,-,0.00,-,201707
7,84,78,72,72,68,61,89,-,38,17,-,4,30.1,-,30.01,-,0.00,-,201707
8,84,80,76,72,66,55,83,-,35,22,-,1,30.03,-,29.89,-,0.00,-,201707
9,84,78,72,73,68,63,94,-,41,15,-,0,29.95,-,29.86,-,0.00,-,201707
10,84,78,71,72,71,68,89,-,59,10,-,2,29.99,-,29.89,-,0.00,-,201707
11,83,80,76,74,71,66,89,-,51,14,-,4,30.02,-,29.95,-,0.00,-,201707
12,85,79,73,75,72,69,94,-,54,17,-,0,30.1,-,30.01,-,0.00,-,201707
13,84,79,74,75,72,70,89,-,55,21,-,2,30.11,-,30.01,-,0.00,-,201707
14,84,80,77,73,71,69,83,-,51,16,-,1,30.09,-,30.04,-,0.00,-,201707
15,86,80,75,73,71,69,89,-,52,15,-,0,30.09,-,30.04,-,0.00,-,201707
16,85,80,75,73,69,63,83,-,39,13,-,1,30.14,-,30.09,-,0.00,-,201707
17,85,80,74,72,67,64,74,-,46,12,-,0,30.13,-,30.06,-,0.00,-,201707
18,86,80,73,73,69,65,79,-,46,14,-,0,30.08,-,29.98,-,0.00,-,201707
19,86,80,73,73,70,61,83,-,44,15,-,1,30.04,-,29.89,-,0.00,-,201707
20,84,80,77,74,68,61,83,-,44,23,-,7,29.93,-,29.86,-,0.00,-,201707
21,86,80,73,70,67,63,83,-,48,13,-,0,29.91,-,29.83,-,0.00,-,201707
22,85,78,72,73,69,66,83,-,52,14,-,2,30.01,-,29.89,-,0.00,-,201707
23,83,76,68,73,68,64,89,-,47,25,-,0,30.1,-,29.98,-,0.08,-,201707
24,85,77,69,70,65,59,92,-,37,18,-,2,30.06,-,29.92,-,0.01,-,201707
25,82,76,71,70,63,55,78,-,42,17,-,4,30.01,-,29.92,-,0.00,-,201707
26,81,75,69,68,61,52,83,-,35,14,-,0,29.98,-,29.92,-,0.00,-,201707
27,85,77,69,76,68,60,89,-,53,17,-,1,29.99,-,29.89,-,0.00,-,201707
28,85,80,74,75,71,68,94,-,53,14,-,0,30.04,-,29.95,-,0.00,-,201707
29,85,78,72,75,71,67,89,-,58,10,-,1,30.04,-,29.95,-,0.00,-,201707
30,87,80,73,75,69,60,89,-,43,15,-,1,29.96,-,29.89,-,0.00,-,201707
31,85,81,77,75,72,69,89,-,56,21,-,6,29.91,-,29.83,-,0.00,-,201707
1,85,82,78,77,74,72,89,-,62,18,-,2,30.04,-,29.83,-,0.00,-,201708
2,90,82,75,77,72,66,83,-,46,16,-,2,30.1,-,29.98,-,0.00,-,201708
3,93,86,78,77,72,64,94,-,32,15,-,1,30.04,-,29.92,-,0.00,-,201708
