day,Temperature (° F)_Max,Temperature (° F)_Avg,Temperature (° F)_Min,Dew Point (° F)_Max,Dew Point (° F)_Avg,Dew Point (° F)_Min,Humidity (%)_Max,Humidity (%)_Avg,Humidity (%)_Min,Wind Speed (mph)_Max,Wind Speed (mph)_Avg,Wind Speed (mph)_Min,Pressure (Hg)_Max,Pressure (Hg)_Avg,Pressure (Hg)_Min,Precipation (in)_Max,Precipation (in)_Avg,Precipation (in)_Min,date
15,60,53,46,50,46,41,94,-,58,23,-,1,30.1,-,29.92,-,0.00,-,201610
16,66,57,48,52,49,46,100,-,43,13,-,0,30.29,-,30.09,-,0.00,-,201610
17,53,47,41,50,46,41,100,-,84,16,-,1,30.37,-,30.24,-,0.00,-,201610
18,46,46,45,51,45,43,96,-,83,16,-,2,30.29,-,30.21,-,0.24,-,201610
19,52,48,45,50,47,44,100,-,78,9,-,2,30.22,-,30.06,-,0.12,-,201610
20,48,44,40,48,45,40,100,-,90,7,-,1,30.1,-,29.98,-,0.39,-,201610
21,49,44,38,45,42,39,100,-,78,9,-,1,30.02,-,29.95,-,0.00,-,201610
22,54,44,35,43,40,36,100,-,41,12,-,2,30.06,-,29.98,-,0.00,-,201610
23,54,47,40,46,43,39,100,-,67,20,-,4,30.07,-,30.01,-,0.00,-,201610
24,60,51,42,54,46,43,100,-,71,17,-,2,30.13,-,30.01,-,0.00,-,201610
25,64,52,41,55,51,45,100,-,52,15,-,1,30.2,-,30.01,-,0.16,-,201610
26,56,51,46,55,48,41,94,-,67,13,-,4,30.4,-,30.18,-,0.08,-,201610
27,53,48,42,45,41,37,87,-,57,9,-,1,30.56,-,30.39,-,0.00,-,201610
28,56,47,38,46,42,36,96,-,57,14,-,1,30.58,-,30.45,-,0.08,-,201610
29,55,52,48,50,45,37,94,-,50,18,-,6,30.47,-,30.3,-,0.03,-,201610
30,53,48,44,41,37,35,76,-,42,20,-,9,30.4,-,30.3,-,0.00,-,201610
31,53,45,37,39,36,34,87,-,40,14,-,2,30.44,-,30.3,-,0.00,-,201610
1,58,48,39,41,39,36,93,-,38,11,-,1,30.33,-,29.95,-,0.00,-,201611
2,53,46,40,46,41,36,100,-,57,27,-,4,30.04,-,29.89,-,0.28,-,201611
3,48,38,28,37,32,25,93,-,37,21,-,1,30.29,-,30.01,-,0.04,-,201611
4,49,38,27,39,32,24,100,-,52,16,-,1,30.28,-,29.95,-,0.00,-,201611
5,54,44,35,49,39,32,94,-,73,22,-,5,29.99,-,29.47,-,0.04,-,201611
6,47,43,39,47,42,37,100,-,85,17,-,2,29.6,-,29.47,-,0.55,-,201611
7,47,41,35,38,34,30,93,-,44,18,-,6,29.89,-,29.59,-,0.02,-,201611
8,39,32,26,34,31,25,100,-,70,11,-,1,29.9,-,29.83,-,0.00,-,201611
9,43,34,26,32,29,27,100,-,42,12,-,1,29.9,-,29.74,-,0.00,-,201611
10,48,38,29,40,34,28,100,-,53,17,-,1,29.92,-,29.74,-,0.20,-,201611
11,41,36,30,39,36,30,100,-,70,12,-,1,30.08,-,29.86,-,0.00,-,201611
12,36,34,32,39,31,25,100,-,60,22,-,9,30.25,-,30.04,-,0.12,-,201611
13,38,34,30,27,23,21,80,-,39,22,-,7,30.48,-,30.18,-,0.00,-,201611
14,39,32,24,45,27,23,93,-,56,25,-,1,30.6,-,30.01,-,0.00,-,201611
15,39,29,19,31,26,18,100,-,61,9,-,1,30.59,-,30.33,-,0.04,-,201611
16,37,34,31,36,33,30,100,-,86,12,-,4,30.36,-,30.09,-,0.12,-,201611
17,41,38,35,39,37,35,100,-,80,16,-,6,30.13,-,30.01,-,0.04,-,201611
18,54,44,35,48,39,36,100,-,78,16,-,1,30.04,-,29.77,-,0.00,-,201611
19,59,47,35,52,42,36,100,-,63,24,-,1,30.03,-,29.76,-,0.04,-,201611
20,57,50,42,49,44,37,93,-,61,26,-,4,30.04,-,29.89,-,0.00,-,201611
21,58,53,48,50,47,45,94,-,63,28,-,11,29.99,-,29.92,-,0.00,-,201611
22,60,54,46,50,46,43,93,-,60,26,-,18,30.11,-,29.92,-,0.00,-,201611
23,50,46,42,45,42,39,93,-,71,24,-,7,30.19,-,30.09,-,0.00,-,201611
24,44,42,41,43,41,39,100,-,81,12,-,1,30.18,-,30.09,-,0.00,-,201611
25,44,43,42,45,43,42,100,-,93,5,-,1,30.16,-,30.09,-,0.02,-,201611
26,49,45,41,45,42,39,100,-,69,21,-,2,30.14,-,29.98,-,0.00,-,201611
27,50,44,37,40,36,27,81,-,53,24,-,5,30.03,-,29.89,-,0.02,-,201611
28,38,34,30,29,24,21,75,-,43,22,-,13,30.42,-,30.01,-,0.00,-,201611
29,36,32,27,24,22,19,80,-,42,16,-,8,30.56,-,30.39,-,0.00,-,201611
30,41,31,21,31,21,16,89,-,25,25,-,1,30.55,-,30.24,-,0.04,-,201611
1,44,38,33,33,30,28,93,-,45,29,-,15,30.29,-,29.92,-,0.02,-,201612
2,44,38,33,37,30,26,87,-,44,36,-,8,30.19,-,29.77,-,0.20,-,201612
3,39,30,22,27,24,19,93,-,43,16,-,1,30.42,-,30.18,-,0.00,-,201612
4,33,26,18,30,23,17,100,-,72,9,-,1,30.51,-,30.36,-,0.00,-,201612
5,36,30,24,29,25,23,100,-,64,12,-,1,30.51,-,30.36,-,0.00,-,201612
6,33,28,24,28,25,23,100,-,65,18,-,1,30.6,-,30.36,-,0.00,-,201612
7,38,30,22,30,27,21,100,-,59,12,-,0,30.72,-,30.57,-,0.00,-,201612
8,29,27,25,28,28,26,100,-,93,9,-,2,30.66,-,30.45,-,0.00,-,201612
9,53,38,22,37,29,23,100,-,22,23,-,2,30.5,-,30.33,-,0.00,-,201612
10,56,46,37,39,36,30,81,-,36,16,-,4,30.38,-,30.15,-,0.00,-,201612
11,51,40,28,38,32,26,93,-,28,36,-,1,30.18,-,29.95,-,0.00,-,201612
12,46,37,28,39,34,21,81,-,60,25,-,8,30.42,-,30.04,-,0.12,-,201612
13,33,27,21,23,20,16,80,-,41,12,-,2,30.51,-,30.33,-,0.00,-,201612
14,33,30,26,32,26,21,100,-,67,7,-,1,30.38,-,30.21,-,0.04,-,201612
15,37,33,29,32,29,27,100,-,62,12,-,2,30.51,-,30.33,-,0.00,-,201612
16,36,31,26,30,28,25,100,-,67,15,-,1,30.68,-,30.48,-,0.00,-,201612
17,30,26,23,27,25,21,100,-,80,12,-,1,30.72,-,30.6,-,0.00,-,201612
18,33,28,24,30,29,25,100,-,80,12,-,1,30.69,-,30.45,-,0.02,-,201612
19,31,30,28,31,29,28,100,-,92,20,-,5,30.61,-,30.48,-,0.00,-,201612
20,26,25,24,29,26,24,100,-,93,20,-,11,30.56,-,30.45,-,0.00,-,201612
21,26,25,24,25,25,23,100,-,93,23,-,11,30.64,-,30.45,-,0.00,-,201612
22,25,24,24,25,24,23,100,-,93,13,-,4,30.66,-,30.57,-,0.00,-,201612
23,30,27,24,30,27,23,100,-,93,7,-,2,30.69,-,30.54,-,0.00,-,201612
24,44,35,28,37,31,28,100,-,71,12,-,2,30.58,-,30.3,-,0.04,-,201612
25,50,40,31,39,37,35,81,-,57,28,-,9,30.33,-,30.21,-,0.02,-,201612
26,55,50,46,46,43,37,87,-,58,22,-,4,30.35,-,30.24,-,0.16,-,201612
27,42,40,37,37,30,26,87,-,43,31,-,9,30.49,-,30.36,-,0.01,-,201612
28,41,37,32,36,32,23,95,-,47,23,-,9,30.73,-,30.45,-,0.16,-,201612
29,36,31,26,25,24,23,86,-,51,16,-,4,30.8,-,30.69,-,0.00,-,201612
30,34,26,19,26,22,19,100,-,52,9,-,1,30.79,-,30.63,-,0.00,-,201612
31,33,24,16,27,22,16,100,-,65,7,-,0,30.67,-,30.36,-,0.00,-,201612
1,22,18,14,22,19,12,100,-,82,7,-,1,30.43,-,30.12,-,0.00,-,201701
2,37,28,19,28,23,18,100,-,63,21,-,2,30.19,-,30.01,-,0.00,-,201701
3,37,34,30,28,23,19,81,-,42,28,-,8,30.25,-,30.04,-,0.00,-,201701
4,41,37,33,29,26,18,75,-,30,32,-,9,30.07,-,29.65,-,0.00,-,201701
5,32,26,21,30,18,10,81,-,37,25,-,13,30.41,-,29.74,-,0.00,-,201701
6,24,20,15,11,9,6,68,-,36,27,-,12,30.65,-,30.36,-,0.00,-,201701
7,21,14,7,14,5,1,93,-,29,18,-,1,30.65,-,30.36,-,0.02,-,201701
8,22,18,14,16,13,9,93,-,55,16,-,4,30.44,-,30.27,-,0.08,-,201701
9,25,21,17,19,14,8,80,-,52,16,-,1,30.42,-,30.21,-,0.00,-,201701
10,20,16,12,16,10,4,93,-,49,18,-,2,30.27,-,30.06,-,0.00,-,201701
11,25,16,8,19,10,3,80,-,49,16,-,4,30.23,-,29.77,-,0.04,-,201701
12,44,30,17,32,28,17,100,-,51,24,-,1,29.94,-,29.65,-,0.02,-,201701
13,42,38,33,34,29,23,93,-,39,23,-,4,29.69,-,29.42,-,0.12,-,201701
14,37,34,32,32,27,21,87,-,50,25,-,4,29.92,-,29.53,-,0.04,-,201701
15,37,32,24,27,24,19,86,-,46,20,-,5,30.17,-,29.89,-,0.00,-,201701
16,32,24,16,25,21,15,93,-,60,10,-,2,30.31,-,30.12,-,0.00,-,201701
17,31,27,23,23,21,19,86,-,58,17,-,9,30.54,-,30.27,-,0.00,-,201701
18,30,24,17,19,18,14,86,-,54,13,-,7,30.69,-,30.51,-,0.00,-,201701
19,25,20,14,18,15,12,93,-,61,9,-,1,30.72,-,30.6,-,0.00,-,201701
20,26,18,9,18,14,8,100,-,60,7,-,0,30.72,-,30.54,-,0.00,-,201701
21,27,18,9,19,14,8,93,-,58,12,-,2,30.62,-,30.48,-,0.00,-,201701
22,33,24,15,21,18,15,93,-,45,23,-,8,30.56,-,30.42,-,0.00,-,201701
23,23,21,19,20,19,17,95,-,61,22,-,2,30.46,-,30.27,-,0.00,-,201701
24,24,21,18,19,17,16,99,-,64,16,-,1,30.43,-,30.24,-,0.00,-,201701
25,30,26,23,25,22,18,86,-,65,12,-,2,30.51,-,30.36,-,0.00,-,201701
26,32,28,25,23,22,20,86,-,52,17,-,1,30.54,-,30.42,-,0.00,-,201701
27,25,23,21,21,20,18,93,-,67,25,-,13,30.48,-,30.3,-,0.00,-,201701
28,22,21,20,20,19,18,94,-,77,18,-,6,30.38,-,30.27,-,0.00,-,201701
29,21,20,19,20,19,19,100,-,85,9,-,1,30.42,-,30.3,-,0.04,-,201701
30,19,18,17,20,18,15,100,-,88,20,-,7,30.4,-,30.18,-,0.00,-,201701
31,24,20,16,23,20,16,100,-,89,18,-,4,30.25,-,30.09,-,0.04,-,201701
1,30,26,22,30,26,22,100,-,91,9,-,1,30.25,-,30.12,-,0.12,-,201702
2,31,30,28,31,30,28,100,-,97,9,-,1,30.18,-,29.95,-,0.00,-,201702
3,33,31,29,34,32,30,100,-,93,6,-,0,30,-,29.77,-,0.00,-,201702
4,41,36,31,41,34,31,100,-,91,13,-,1,29.84,-,29.65,-,0.00,-,201702
5,52,42,31,36,34,28,100,-,28,20,-,2,29.77,-,29.68,-,0.01,-,201702
6,38,36,33,38,36,30,100,-,84,14,-,1,30.07,-,29.68,-,0.75,-,201702
7,36,32,26,30,27,23,93,-,63,18,-,9,30.16,-,30.04,-,0.00,-,201702
8,28,26,24,25,21,19,86,-,64,14,-,4,30.41,-,30.12,-,0.00,-,201702
9,32,28,24,28,23,19,93,-,64,9,-,2,30.46,-,30.36,-,0.00,-,201702
10,34,32,30,30,27,23,93,-,55,21,-,7,30.4,-,30.3,-,0.00,-,201702
11,34,32,29,28,27,25,87,-,65,21,-,13,30.36,-,30.27,-,0.00,-,201702
12,37,34,31,28,27,25,81,-,56,21,-,6,30.56,-,30.3,-,0.00,-,201702
13,38,32,26,27,26,23,93,-,48,12,-,4,30.63,-,30.51,-,0.00,-,201702
14,42,34,26,32,28,24,100,-,51,12,-,1,30.63,-,30.51,-,0.00,-,201702
15,47,34,22,32,27,21,100,-,40,9,-,1,30.65,-,30.57,-,0.00,-,201702
16,31,27,23,31,28,25,100,-,82,9,-,4,30.61,-,30.39,-,0.00,-,201702
17,41,34,27,36,31,27,100,-,72,16,-,1,30.43,-,30.18,-,0.01,-,201702
18,43,38,33,39,36,32,100,-,69,16,-,4,30.36,-,30.21,-,0.20,-,201702
19,46,34,23,37,32,24,100,-,50,12,-,1,30.35,-,30.15,-,0.00,-,201702
20,49,36,24,37,32,25,100,-,53,18,-,1,30.24,-,30.01,-,0.00,-,201702
21,52,44,35,45,42,35,87,-,61,25,-,2,30.02,-,29.86,-,0.12,-,201702
22,58,48,39,47,42,39,100,-,46,25,-,5,30.01,-,29.74,-,0.16,-,201702
23,63,54,42,45,42,36,81,-,31,29,-,1,29.78,-,29.47,-,0.00,-,201702
24,51,45,39,39,31,25,81,-,25,37,-,4,30.06,-,29.47,-,0.00,-,201702
25,48,39,30,27,25,23,75,-,26,16,-,2,30.27,-,30.06,-,0.00,-,201702
26,50,39,28,30,28,24,81,-,26,13,-,2,30.23,-,30.01,-,0.00,-,201702
27,56,43,30,37,32,28,93,-,32,25,-,2,30.05,-,29.62,-,0.00,-,201702
28,54,44,35,39,34,30,81,-,40,23,-,2,29.65,-,29.44,-,0.04,-,201702
1,53,44,32,39,31,25,76,-,29,24,-,6,29.89,-,29.56,-,0.04,-,201703
2,57,44,30,44,33,25,87,-,32,26,-,1,30.09,-,29.77,-,0.12,-,201703
3,59,48,36,40,33,27,76,-,24,25,-,2,30.17,-,29.8,-,0.00,-,201703
4,67,54,42,41,39,37,87,-,22,36,-,8,29.81,-,29.55,-,0.00,-,201703
5,58,50,42,43,39,37,87,-,37,21,-,1,29.78,-,29.59,-,0.01,-,201703
6,54,44,35,38,33,27,93,-,25,27,-,2,29.72,-,29.59,-,0.00,-,201703
7,52,43,34,37,36,34,95,-,43,18,-,1,30.09,-,29.59,-,0.01,-,201703
8,52,42,32,34,32,28,87,-,34,18,-,1,30.29,-,30.09,-,0.02,-,201703
9,55,44,32,45,40,28,96,-,46,15,-,2,30.16,-,29.98,-,0.28,-,201703
10,49,45,41,45,37,32,93,-,55,25,-,8,30.25,-,29.95,-,0.03,-,201703
11,50,44,39,34,32,28,81,-,33,20,-,6,30.29,-,30.15,-,0.00,-,201703
12,47,40,33,36,31,26,87,-,35,16,-,4,30.17,-,30.06,-,0.00,-,201703
13,51,40,30,34,30,28,87,-,36,14,-,4,30.34,-,30.12,-,0.00,-,201703
14,56,45,34,37,33,30,87,-,27,23,-,4,30.42,-,30.33,-,0.00,-,201703
15,54,46,39,42,38,35,81,-,45,17,-,0,30.41,-,30.3,-,0.00,-,201703
16,61,50,40,39,34,25,87,-,15,20,-,6,30.37,-,30.12,-,0.00,-,201703
17,66,49,32,48,38,29,94,-,22,22,-,2,30.16,-,29.79,-,0.00,-,201703
18,52,48,43,49,42,39,93,-,55,36,-,1,29.85,-,29.62,-,0.20,-,201703
19,55,48,41,49,43,37,100,-,73,17,-,1,29.92,-,29.71,-,0.20,-,201703
20,63,54,44,49,45,41,93,-,42,21,-,2,29.89,-,29.77,-,0.00,-,201703
21,64,52,41,46,44,40,100,-,37,18,-,1,29.89,-,29.8,-,0.00,-,201703
22,51,46,41,46,43,37,87,-,67,17,-,0,30.04,-,29.83,-,0.00,-,201703
23,53,44,34,44,40,34,100,-,61,11,-,1,30.13,-,29.98,-,0.00,-,201703
24,54,48,41,43,41,34,93,-,54,16,-,4,30.42,-,30.09,-,0.00,-,201703
25,56,46,36,38,33,28,81,-,24,12,-,2,30.42,-,30.15,-,0.00,-,201703
26,52,44,37,32,28,23,81,-,22,18,-,2,30.34,-,30.12,-,0.00,-,201703
27,58,42,25,34,27,22,93,-,16,8,-,1,30.39,-,30.24,-,0.00,-,201703
28,69,50,32,37,32,27,80,-,17,7,-,1,30.3,-,30.15,-,0.00,-,201703
29,72,56,39,44,40,29,81,-,25,21,-,2,30.24,-,30.14,-,0.00,-,201703
30,66,58,50,46,43,41,76,-,33,15,-,2,30.36,-,30.24,-,0.00,-,201703
31,70,56,41,47,43,39,93,-,29,22,-,4,30.34,-,30.06,-,0.00,-,201703
1,73,62,50,45,43,40,71,-,25,27,-,13,30.06,-,29.85,-,0.00,-,201704
2,75,62,48,45,41,37,76,-,16,16,-,1,30.06,-,29.89,-,0.00,-,201704
3,70,56,43,50,44,37,76,-,29,14,-,1,30.16,-,30.06,-,0.00,-,201704
4,64,56,47,46,43,41,82,-,39,20,-,8,30.16,-,30.06,-,0.00,-,201704
5,58,53,48,46,44,41,93,-,43,21,-,8,30.14,-,30.01,-,0.12,-,201704
6,53,48,43,46,34,27,87,-,27,28,-,7,30.17,-,29.98,-,0.01,-,201704
7,50,46,42,44,39,32,93,-,43,22,-,10,30.17,-,30.04,-,0.24,-,201704
8,60,53,46,46,44,43,82,-,48,21,-,6,30.27,-,30.09,-,0.00,-,201704
9,64,50,36,46,41,37,100,-,29,9,-,1,30.35,-,30.24,-,0.00,-,201704
10,70,54,39,48,43,37,87,-,27,12,-,1,30.27,-,29.95,-,0.01,-,201704
11,57,52,46,48,38,31,77,-,28,25,-,1,30.26,-,29.92,-,0.01,-,201704
12,61,47,33,41,35,30,93,-,26,12,-,1,30.27,-,29.89,-,0.00,-,201704
13,55,52,48,50,44,39,94,-,54,18,-,2,29.96,-,29.8,-,0.98,-,201704
14,59,52,46,45,41,39,87,-,38,11,-,1,30.01,-,29.95,-,0.00,-,201704
15,62,50,38,45,41,37,93,-,32,16,-,2,30.03,-,29.88,-,0.00,-,201704
16,53,48,44,48,40,30,88,-,29,18,-,7,30.06,-,29.92,-,0.12,-,201704
17,54,46,38,43,38,34,100,-,37,16,-,2,30.07,-,29.86,-,0.12,-,201704
18,51,44,37,41,36,30,100,-,33,22,-,2,30.11,-,29.89,-,0.16,-,201704
19,35,34,32,34,31,28,100,-,62,27,-,11,30.26,-,30.04,-,0.59,-,201704
20,40,36,32,30,26,23,75,-,40,25,-,10,30.49,-,30.21,-,0.00,-,201704
21,54,43,32,32,27,21,75,-,28,21,-,7,30.5,-,30.21,-,0.00,-,201704
22,57,49,41,43,34,27,93,-,31,28,-,8,30.25,-,29.98,-,0.12,-,201704
23,52,46,41,39,33,26,87,-,27,23,-,1,30.21,-,30.04,-,0.00,-,201704
24,60,48,35,41,33,27,81,-,30,15,-,2,30.23,-,29.86,-,0.00,-,201704
25,71,54,38,49,44,39,100,-,28,16,-,1,29.88,-,29.65,-,0.00,-,201704
26,61,54,46,50,45,41,93,-,56,15,-,1,29.88,-,29.71,-,0.00,-,201704
27,46,44,41,43,41,39,100,-,74,14,-,7,29.95,-,29.83,-,0.04,-,201704
28,43,41,39,41,39,36,100,-,72,21,-,6,29.95,-,29.77,-,0.24,-,201704
29,56,46,37,41,37,34,93,-,31,22,-,1,30.09,-,29.95,-,0.00,-,201704
30,60,46,33,41,37,32,100,-,28,14,-,1,30.14,-,29.98,-,0.00,-,201704
1,63,56,48,45,42,39,82,-,36,22,-,4,30,-,29.86,-,0.00,-,201705
2,62,52,43,45,43,39,100,-,37,16,-,2,30.1,-,29.92,-,0.39,-,201705
3,58,48,39,53,47,38,100,-,65,9,-,1,30.13,-,30.01,-,0.39,-,201705
4,60,50,40,55,50,43,100,-,68,10,-,1,30.02,-,29.92,-,0.16,-,201705
5,63,54,46,52,49,46,100,-,53,18,-,1,30.05,-,29.92,-,0.01,-,201705
6,70,60,49,55,49,46,88,-,37,16,-,2,30.04,-,29.74,-,0.01,-,201705
7,66,59,52,55,52,49,94,-,47,24,-,4,29.84,-,29.71,-,0.08,-,201705
8,68,60,51,51,47,39,94,-,25,21,-,8,29.92,-,29.77,-,0.00,-,201705
9,49,44,39,48,38,29,100,-,35,18,-,6,30.04,-,29.92,-,0.08,-,201705
10,58,44,29,41,34,28,100,-,36,13,-,1,30.05,-,29.77,-,0.00,-,201705
11,72,56,39,52,45,38,100,-,32,16,-,1,29.79,-,29.56,-,0.00,-,201705
12,75,62,50,59,51,46,88,-,31,16,-,1,29.71,-,29.56,-,0.00,-,201705
13,73,62,50,57,53,50,100,-,43,22,-,1,29.98,-,29.71,-,0.16,-,201705
14,74,62,49,59,54,48,100,-,44,16,-,1,30.21,-,29.99,-,0.12,-,201705
15,69,62,56,57,54,52,88,-,51,18,-,4,30.37,-,30.21,-,0.04,-,201705
16,73,62,51,55,52,48,94,-,33,14,-,4,30.42,-,30.29,-,0.00,-,201705
17,73,64,53,54,49,39,88,-,20,8,-,2,30.36,-,30.15,-,0.00,-,201705
18,77,62,47,52,49,44,88,-,24,25,-,6,30.16,-,29.93,-,0.00,-,201705
19,79,68,57,54,51,48,72,-,23,25,-,13,29.93,-,29.78,-,0.00,-,201705
20,60,58,55,52,47,45,88,-,47,30,-,13,30.15,-,29.91,-,0.00,-,201705
21,67,60,53,54,51,49,100,-,45,22,-,5,30.22,-,30.12,-,0.43,-,201705
22,73,62,52,57,52,46,82,-,42,12,-,2,30.18,-,30.01,-,0.00,-,201705
23,75,66,56,61,56,52,94,-,39,10,-,1,30.05,-,29.95,-,0.35,-,201705
24,70,62,53,59,51,41,94,-,29,20,-,2,30.1,-,29.98,-,0.98,-,201705
25,62,57,52,50,46,43,77,-,45,20,-,5,30.15,-,30.09,-,0.02,-,201705
26,73,60,48,51,48,44,94,-,33,13,-,0,30.15,-,30.04,-,0.00,-,201705
27,75,64,52,55,50,46,88,-,26,13,-,2,30.22,-,30.11,-,0.00,-,201705
28,74,61,48,52,49,46,94,-,32,13,-,1,30.26,-,30.12,-,0.00,-,201705
29,80,68,55,59,54,48,82,-,31,12,-,4,30.14,-,29.94,-,0.00,-,201705
30,86,72,59,63,59,56,88,-,29,12,-,1,29.98,-,29.87,-,0.00,-,201705
31,83,74,64,64,62,59,94,-,42,17,-,2,30.06,-,29.93,-,0.01,-,201705
1,79,70,62,63,55,50,88,-,29,11,-,2,30.15,-,30.06,-,0.00,-,201706
2,80,68,57,63,56,46,88,-,29,9,-,1,30.12,-,29.96,-,0.00,-,201706
3,83,70,57,63,59,55,94,-,31,10,-,1,30.04,-,29.88,-,0.00,-,201706
4,81,70,60,63,60,56,94,-,40,23,-,6,30.01,-,29.79,-,0.39,-,201706
5,74,64,54,58,55,50,94,-,38,12,-,2,30.04,-,29.85,-,0.00,-,201706
6,81,70,60,64,58,45,88,-,38,27,-,2,29.86,-,29.61,-,0.04,-,201706
7,65,62,59,46,44,42,63,-,33,23,-,2,30.15,-,29.87,-,0.00,-,201706
8,73,64,54,48,44,41,67,-,23,16,-,2,30.2,-,30.08,-,0.00,-,201706
9,78,64,49,52,48,45,87,-,22,18,-,2,30.11,-,29.93,-,0.00,-,201706
10,77,68,59,59,53,42,94,-,18,18,-,4,30.18,-,29.95,-,0.08,-,201706
11,79,65,51,55,50,46,94,-,22,11,-,1,30.21,-,30.04,-,0.00,-,201706
12,90,72,54,61,55,48,82,-,23,21,-,1,30.06,-,29.84,-,0.00,-,201706
13,85,74,62,60,50,44,63,-,15,18,-,6,30.04,-,29.9,-,0.00,-,201706
14,78,67,56,50,48,45,67,-,21,16,-,1,30.1,-,30,-,0.00,-,201706
15,82,66,50,54,48,43,88,-,16,8,-,1,30.1,-,29.97,-,0.00,-,201706
16,83,70,57,65,56,41,94,-,14,24,-,2,30.06,-,29.88,-,0.75,-,201706
17,69,62,55,55,49,42,94,-,28,28,-,7,30.18,-,30.06,-,0.02,-,201706
18,76,66,55,55,52,50,82,-,30,18,-,4,30.24,-,30.18,-,0.01,-,201706
19,84,67,50,57,53,49,94,-,22,9,-,1,30.25,-,30.09,-,0.00,-,201706
20,93,74,54,62,57,50,82,-,15,15,-,2,30.1,-,29.88,-,0.00,-,201706
21,88,77,66,63,60,57,73,-,31,13,-,1,30.01,-,29.9,-,0.00,-,201706
22,95,77,59,64,58,46,78,-,13,16,-,0,30.01,-,29.85,-,0.00,-,201706
23,88,76,64,68,62,57,94,-,27,21,-,4,29.98,-,29.8,-,0.16,-,201706
24,91,78,64,61,58,54,83,-,21,22,-,1,30.04,-,29.86,-,0.00,-,201706
25,85,76,66,64,59,52,94,-,25,20,-,2,29.95,-,29.86,-,0.43,-,201706
26,85,76,66,61,57,54,78,-,25,16,-,4,29.95,-,29.84,-,0.00,-,201706
27,86,74,63,63,60,59,88,-,30,20,-,1,29.87,-,29.71,-,0.00,-,201706
28,92,77,62,64,61,56,88,-,24,31,-,6,29.71,-,29.46,-,0.02,-,201706
29,78,69,60,61,56,50,88,-,27,25,-,6,29.62,-,29.38,-,0.02,-,201706
30,79,70,61,59,50,45,88,-,23,21,-,2,29.8,-,29.62,-,0.00,-,201706
1,80,69,58,57,51,43,88,-,21,20,-,1,29.92,-,29.74,-,0.20,-,201707
2,74,64,55,57,54,50,82,-,43,25,-,4,30.04,-,29.92,-,0.08,-,201707
3,78,69,60,59,52,45,94,-,24,21,-,2,30.15,-,30.03,-,0.01,-,201707
4,81,66,50,54,52,48,88,-,27,18,-,1,30.15,-,30.08,-,0.00,-,201707
5,89,71,53,59,53,51,88,-,19,17,-,2,30.15,-,29.94,-,0.00,-,201707
6,85,73,61,61,57,54,88,-,26,11,-,1,30.12,-,29.99,-,0.02,-,201707
7,89,76,64,61,56,52,73,-,21,18,-,2,30.09,-,29.91,-,0.00,-,201707
8,90,78,67,64,58,54,73,-,24,22,-,4,30.01,-,29.91,-,0.12,-,201707
9,86,75,64,68,63,57,94,-,34,18,-,1,30.01,-,29.9,-,0.59,-,201707
10,87,76,64,70,65,61,94,-,50,32,-,2,29.95,-,29.75,-,1.65,-,201707
11,84,75,66,66,59,52,94,-,23,22,-,2,29.95,-,29.79,-,0.20,-,201707
12,84,74,64,64,60,55,88,-,30,14,-,1,29.98,-,29.79,-,0.08,-,201707
13,75,68,60,61,48,39,72,-,20,22,-,4,30.1,-,29.88,-,0.04,-,201707
14,73,60,47,52,48,45,87,-,32,14,-,1,30.12,-,29.94,-,0.00,-,201707
15,70,64,57,55,52,48,88,-,40,21,-,7,30.18,-,29.97,-,0.28,-,201707
16,76,65,54,53,50,46,82,-,27,13,-,4,30.25,-,30.16,-,0.00,-,201707
17,83,67,51,55,51,48,88,-,22,8,-,1,30.21,-,30.09,-,0.00,-,201707
18,86,72,58,59,53,50,88,-,20,16,-,1,30.15,-,30.01,-,0.00,-,201707
19,90,76,63,61,55,50,88,-,21,22,-,4,30.04,-,29.91,-,0.00,-,201707
20,92,74,57,61,59,56,94,-,23,27,-,2,29.92,-,29.77,-,0.59,-,201707
21,84,74,64,64,61,59,94,-,34,20,-,4,30.01,-,29.89,-,0.28,-,201707
22,88,76,64,66,62,57,83,-,32,14,-,2,29.98,-,29.88,-,0.00,-,201707
23,84,76,67,67,63,59,88,-,34,16,-,1,30.01,-,29.91,-,1.50,-,201707
24,73,68,62,65,62,54,94,-,61,25,-,2,29.98,-,29.65,-,0.83,-,201707
25,72,66,60,55,50,47,77,-,32,26,-,13,29.72,-,29.68,-,0.01,-,201707
26,70,64,58,57,52,48,77,-,40,25,-,1,29.74,-,29.66,-,0.04,-,201707
27,69,63,57,59,57,55,94,-,55,18,-,4,29.86,-,29.75,-,0.08,-,201707
28,81,70,60,59,56,52,88,-,29,25,-,1,30.04,-,29.86,-,0.01,-,201707
29,82,71,60,61,56,52,82,-,29,13,-,2,30.09,-,29.99,-,0.00,-,201707
30,90,77,64,68,62,59,88,-,32,37,-,2,30.01,-,29.87,-,1.42,-,201707
31,89,76,63,67,63,60,94,-,29,9,-,1,30.09,-,29.96,-,0.00,-,201707
1,93,81,69,66,63,61,78,-,25,26,-,2,30.09,-,29.96,-,0.00,-,201708
2,92,82,72,66,64,59,73,-,27,20,-,2,30.12,-,29.97,-,0.00,-,201708
3,99,82,64,66,61,54,83,-,15,15,-,2,30.06,-,29.86,-,0.04,-,201708
